roothog_id,n_proteins,n_taxa,taxa_list
802785,6,5,"6239, 9606, 185431, 284812, 559292"
813603,6,5,"6239, 7227, 10090, 284812, 559292"
813616,6,5,"3702, 7227, 9606, 284812, 559292"
761150,6,3,"7955, 8355, 9606"
761128,6,3,"9606, 10090, 10116"
761043,6,3,"7955, 9606, 10090"
822928,6,3,"7955, 9606, 10090"
825030,6,6,"6239, 9606, 9823, 10090, 10116"
404994,6,3,"237561, 284593, 559292"
802318,6,6,"3702, 7227, 10090, 284812, 559292"
802503,6,6,"6239, 7227, 7955, 9606, 10090"
738273,6,4,"9606, 9615, 10090, 10116"
803815,6,5,"3702, 7227, 9606, 10090, 10116"
803853,6,6,"3702, 7227, 7955, 185431, 284812"
745604,6,5,"7955, 9031, 9606, 10090, 10116"
1027496,6,6,"1061, 1085, 1140, 243232, 269796"
759260,6,4,"9606, 9913, 10090, 10116"
807826,6,3,"7955, 9606, 10090"
781534,6,4,"7227, 7955, 9606, 10090"
781549,6,3,"6239, 9606, 10090"
781489,6,3,"7955, 9606, 10090"
808171,6,6,"3702, 227321, 237561, 284593, 284812"
1030195,6,4,"1140, 99287, 555778, 1111708"
1029495,6,5,"6239, 9606, 9913, 10090, 237561"
789721,6,4,"7227, 9606, 10090, 10116"
789821,6,4,"6239, 7227, 9606, 10090"
805628,6,6,"3702, 6239, 7227, 9606, 284812"
314367,6,2,"3702, 39947"
755517,6,3,"9606, 9913, 10090"
755672,6,2,"9606, 10090"
833804,6,5,"7227, 7955, 9606, 10090, 10116"
813562,6,6,"6239, 9606, 10090, 10116, 284812"
805845,6,6,"3702, 9606, 10090, 185431, 284812"
789376,6,3,"7227, 9606, 10090"
789748,6,5,"6239, 9606, 9615, 10090, 457432"
789752,6,4,"7955, 9606, 10090, 10116"
263043,6,2,"3635, 3702"
789622,6,5,"7227, 7955, 9606, 10090, 10116"
789623,6,4,"6239, 7955, 9606, 10090"
789644,6,4,"7227, 9606, 10090, 10116"
801862,6,6,"3702, 6239, 9606, 9913, 284812"
802054,6,5,"5664, 36329, 185431, 284812, 559292"
802118,6,6,"3702, 44689, 185431, 237561, 284812"
726802,6,4,"9606, 9986, 10090, 10116"
778177,6,4,"6239, 9606, 10090, 10116"
813560,6,6,"6239, 9606, 10090, 185431, 284812"
805799,6,6,"3702, 7227, 9606, 10090, 284812"
805699,6,4,"7227, 9606, 10090, 185431"
746065,6,3,"9606, 10090, 10116"
746099,6,4,"9606, 9913, 10090, 10116"
746049,6,5,"9031, 9606, 9615, 9823, 10090"
746136,6,5,"7955, 8355, 9606, 10090, 10116"
793542,6,5,"9606, 10090, 10116, 284812, 559292"
793654,6,5,"6239, 9606, 10090, 10116, 284812"
749181,6,3,"7955, 9606, 10090"
802156,6,5,"6239, 7955, 9606, 10090, 185431"
802303,6,6,"3702, 7227, 9606, 10090, 284812"
736479,6,3,"9606, 10090, 10116"
277346,6,3,"3702, 3983, 34305"
807495,6,5,"6239, 7227, 9606, 10090, 284812"
807615,6,4,"3702, 9606, 10090, 10116"
807505,6,6,"3702, 6239, 7227, 9606, 10090"
782745,6,3,"9606, 10090, 10116"
784047,6,4,"7955, 9606, 10090, 10116"
802884,6,5,"3702, 7227, 7955, 9606, 227321"
802850,6,6,"7955, 9606, 10090, 10116, 237561"
267998,6,2,"3702, 3847"
789609,6,6,"4096, 6239, 7227, 9606, 10090"
801763,6,6,"3702, 9606, 10090, 237561, 284812"
731756,6,3,"6239, 9606, 10090"
802286,6,4,"6239, 7955, 9606, 10090"
802292,6,6,"3702, 6239, 9606, 185431, 284812"
745889,6,4,"7955, 9606, 10090, 10116"
745962,6,5,"7955, 9606, 9823, 10090, 10116"
745993,6,6,"7955, 9031, 9606, 9940, 10090"
1027428,6,6,"3702, 36329, 85962, 170187, 284812"
1027448,6,5,"3702, 227321, 242231, 284812, 559292"
1027449,6,6,"7955, 10090, 185431, 237561, 284812"
802871,6,5,"7227, 7955, 9606, 284812, 559292"
802877,6,3,"7227, 9606, 10090"
813920,6,6,"9031, 9606, 10090, 227321, 284812"
778135,6,5,"6239, 7955, 9606, 10090, 10116"
813586,6,4,"3702, 5664, 36329, 185431"
750270,6,5,"9031, 9606, 9940, 10090, 10116"
793586,6,5,"9606, 10090, 10116, 284812, 559292"
803574,6,6,"3702, 7227, 9606, 9615, 10090"
745934,6,3,"9606, 10090, 10116"
745968,6,5,"7955, 9606, 9823, 10090, 10116"
756137,6,3,"9606, 10090, 10116"
1028988,6,4,"3702, 6239, 9606, 10090"
1028703,6,6,"3702, 10090, 10116, 44689, 227321"
737795,6,4,"8355, 9031, 9606, 10090"
737094,6,3,"9606, 10090, 10116"
1028657,6,4,"7227, 9606, 284812, 559292"
802445,6,6,"3702, 7227, 9606, 185431, 284812"
802432,6,5,"3702, 6239, 7227, 7955, 9606"
777968,6,3,"7955, 9606, 10090"
806054,6,3,"4577, 39946, 39947"
789387,6,5,"6239, 9544, 9606, 10090, 88450"
789388,6,5,"7227, 7955, 9606, 10090, 10116"
805850,6,3,"3702, 39946, 39947"
268109,6,1,3702
756174,6,3,"9606, 10090, 10116"
310871,6,3,"3635, 3702, 39947"
761433,6,4,"7227, 9606, 10090, 10116"
772717,6,2,"9606, 10090"
777989,6,4,"7227, 9606, 9913, 10090"
778113,6,6,"6239, 7227, 7955, 9606, 10090"
778115,6,4,"7955, 9606, 9823, 10116"
292856,6,1,3702
814215,6,3,"3702, 284812, 559292"
775882,6,5,"7955, 9031, 9606, 10090, 59729"
268033,6,2,"3702, 3988"
789485,6,4,"6239, 7227, 9606, 10090"
789486,6,4,"7227, 9606, 10090, 10116"
802956,6,6,"3702, 6239, 7955, 9606, 10090"
803481,6,3,"7227, 9606, 10090"
803421,6,5,"7955, 9606, 10090, 10116, 185431"
803386,6,5,"3702, 7227, 9606, 10090, 284812"
793959,6,4,"6239, 7955, 9606, 10090"
807703,6,2,"3702, 39947"
307771,6,1,3702
831155,6,5,"6239, 7227, 9606, 9913, 10090"
758151,6,3,"9606, 10090, 10116"
307807,6,1,3702
758155,6,4,"1397, 7955, 9606, 10090"
758160,6,4,"7955, 9606, 10090, 10116"
277374,6,2,"3635, 3702"
801509,6,6,"3702, 6239, 7227, 7955, 9606"
746190,6,4,"7955, 9606, 10090, 10116"
746240,6,3,"9606, 10090, 10116"
755730,6,6,"7955, 8030, 9606, 9823, 9913"
756085,6,3,"9606, 10090, 10116"
756065,6,3,"9606, 10090, 10116"
781938,6,6,"7227, 7955, 8355, 9606, 9823"
782115,6,6,"7955, 9031, 9606, 10090, 10116"
747117,6,3,"9606, 10090, 10116"
992073,6,6,"1140, 71421, 83332, 83333, 208964"
803486,6,6,"3702, 6239, 9606, 10090, 10116"
794207,6,6,"6239, 7227, 9606, 10029, 10090"
801506,6,6,"3702, 7227, 9606, 10116, 284812"
802928,6,6,"6239, 7227, 9606, 185431, 284812"
802933,6,3,"3702, 39947, 185431"
802887,6,6,"7955, 8355, 9606, 10090, 284812"
737090,6,2,"9606, 10090"
737078,6,3,"9606, 10090, 10116"
802435,6,5,"7227, 9606, 10090, 185431, 559292"
802424,6,5,"3702, 9606, 9913, 10090, 10116"
814682,6,5,"3483, 3702, 5062, 39947, 510516"
1033236,6,5,"7955, 9606, 10090, 284812, 559292"
803436,6,6,"6239, 7227, 9606, 227321, 284812"
747058,6,5,"7955, 9606, 9913, 10090, 10116"
322100,6,1,3702
794493,6,3,"7227, 8355, 9606"
803302,6,4,"3702, 6239, 7227, 9606"
803225,6,4,"7227, 7955, 9606, 10090"
803226,6,6,"3702, 6239, 9606, 10090, 284812"
794634,6,4,"6239, 9606, 10090, 10116"
794483,6,4,"6239, 7227, 9606, 10090"
794222,6,3,"6239, 7227, 9606"
723296,6,3,"9606, 10090, 10116"
1033240,6,6,"3702, 44689, 185431, 227321, 284593"
1033632,6,4,"3702, 7955, 9606, 10090"
1033663,6,3,"9606, 10090, 10116"
723839,6,6,"9483, 9541, 9595, 9598, 9606"
772996,6,3,"9606, 10090, 10116"
775580,6,5,"7955, 9031, 9606, 9615, 10090"
814670,6,4,"3702, 7955, 9606, 10090"
803313,6,5,"3702, 9606, 185431, 284812, 559292"
794301,6,2,"9606, 10090"
794241,6,5,"6239, 9606, 10090, 284812, 559292"
803311,6,6,"3702, 7227, 7955, 9606, 10090"
803360,6,6,"3702, 9606, 185431, 237561, 284812"
794466,6,5,"7227, 7955, 9606, 10090, 10116"
726583,6,2,"9606, 10090"
801871,6,6,"3702, 7955, 9606, 10090, 284812"
277382,6,2,"3702, 39947"
756905,6,4,"7955, 9606, 10090, 10116"
307787,6,3,"3702, 4081, 39947"
807297,6,6,"6239, 7227, 7955, 8355, 9606"
806037,6,6,"7227, 9606, 9913, 10090, 284812"
805974,6,6,"3702, 6239, 7227, 9606, 284812"
789306,6,4,"7227, 9606, 10090, 10116"
789294,6,4,"7227, 7955, 9606, 10090"
802396,6,5,"7955, 9606, 36329, 284812, 559292"
801719,6,4,"6239, 9606, 10090, 10116"
802455,6,6,"3702, 6239, 7227, 9913, 10090"
737812,6,6,"9606, 9823, 9913, 10090, 10116"
737813,6,5,"8355, 9103, 9606, 10090, 10116"
737902,6,5,"8355, 9031, 9606, 10090, 10116"
756100,6,3,"7955, 9606, 10090"
756104,6,5,"7955, 9606, 9823, 10090, 10116"
806008,6,6,"3702, 7227, 9606, 10090, 10116"
806005,6,6,"3702, 9606, 10090, 36329, 185431"
756514,6,5,"7955, 8355, 9606, 10090, 10116"
736507,6,4,"9606, 9823, 10090, 10116"
736490,6,5,"9103, 9606, 9823, 9940, 10090"
1028961,6,4,"7227, 9606, 9913, 10090"
1029090,6,3,"9606, 10090, 284812"
802410,6,6,"3702, 6239, 7227, 185431, 284812"
802952,6,5,"7227, 7955, 9606, 10090, 284812"
801477,6,4,"6239, 185431, 237561, 559292"
802939,6,1,3702
801698,6,6,"3702, 7227, 7955, 9606, 284812"
736642,6,4,"9606, 9823, 10090, 10116"
736580,6,4,"9606, 9913, 10090, 10116"
789116,6,2,"9606, 10090"
806041,6,5,"7227, 7955, 9606, 284812, 559292"
803280,6,5,"3702, 9606, 9986, 10090, 10116"
803292,6,5,"6239, 7227, 7955, 9606, 10090"
794251,6,3,"9606, 10090, 10116"
802897,6,6,"3702, 9606, 10090, 10116, 284812"
746152,6,6,"7955, 8355, 9031, 9606, 10090"
802936,6,5,"3702, 9606, 10090, 284812, 1255043"
802906,6,4,"7227, 9606, 10090, 10116"
802907,6,4,"3702, 7955, 9606, 10090"
802349,6,6,"3055, 6239, 7955, 9606, 10090"
801670,6,6,"6239, 7227, 7955, 9606, 10090"
801715,6,4,"3702, 185431, 284812, 559292"
807502,6,6,"3702, 3708, 44689, 227321, 237561"
784305,6,4,"7227, 7955, 10090, 10116"
784340,6,2,"9606, 10090"
784352,6,3,"7955, 9606, 10090"
806983,6,3,"3218, 3702, 4558"
822417,6,6,"5843, 6239, 7227, 9606, 10090"
821832,6,3,"9606, 10090, 10116"
774811,6,5,"7955, 9031, 9606, 10090, 10116"
771775,6,4,"7955, 9606, 10090, 10116"
772659,6,3,"9606, 10090, 10116"
802019,6,6,"6239, 7955, 9606, 185431, 284812"
789101,6,5,"7227, 7955, 9606, 10090, 10116"
141609,6,2,"10090, 36329"
816094,6,5,"44689, 227321, 330879, 367110, 510516"
817077,6,5,"3702, 6239, 7227, 9606, 10090"
763072,6,3,"6239, 9606, 10090"
763136,6,6,"8355, 9031, 9606, 9615, 10090"
761411,6,4,"7227, 9606, 10090, 10116"
761391,6,6,"7227, 7955, 8355, 9606, 10090"
761431,6,4,"7955, 9606, 10090, 10116"
761429,6,4,"7227, 7955, 9606, 10090"
746446,6,6,"7955, 8355, 8364, 9031, 9606"
746863,6,4,"7955, 9606, 9823, 10090"
746959,6,4,"9031, 9606, 10090, 10116"
746883,6,5,"7955, 9031, 9606, 10090, 10116"
746970,6,4,"9031, 9606, 10090, 10116"
746789,6,6,"7955, 8355, 9031, 9606, 10090"
746919,6,6,"7955, 9031, 9606, 9913, 10090"
795027,6,4,"227321, 330879, 510516, 559292"
628470,6,1,7227
1033485,6,4,"9606, 10090, 284812, 559292"
479624,6,5,"227321, 237561, 284593, 284812, 559292"
479412,6,3,"227321, 284812, 330879"
482790,6,6,"227321, 237561, 284593, 284812, 559292"
482940,6,6,"227321, 237561, 284593, 284812, 559292"
60609,6,1,185431
618129,6,1,7227
831285,6,5,"227321, 237561, 284812, 330879, 559292"
816140,6,4,"6239, 7227, 9606, 10090"
1034174,6,4,"3702, 9606, 10116, 39947"
294243,6,2,"3702, 39947"
1034499,6,3,"3702, 3760, 6239"
802006,6,5,"6239, 7227, 9606, 10090, 185431"
627935,6,1,7227
627940,6,1,7227
789105,6,4,"7227, 9606, 10090, 10116"
784380,6,3,"7955, 9606, 10090"
807209,6,6,"3702, 7227, 9606, 10090, 10116"
756322,6,4,"7955, 9606, 10090, 10116"
310773,6,2,"3702, 39947"
756411,6,5,"7955, 9031, 9606, 10090, 10116"
756381,6,4,"7955, 9606, 9823, 10090"
789053,6,4,"7227, 9031, 9606, 10090"
1028911,6,6,"3702, 9606, 10090, 39947, 330879"
802339,6,6,"6239, 7227, 9606, 237561, 284812"
802340,6,4,"7227, 7955, 9606, 284812"
732725,6,5,"9031, 9606, 9823, 9986, 10090"
802391,6,5,"3702, 7227, 9606, 284812, 559292"
802371,6,6,"6239, 7955, 9606, 10090, 10116"
802326,6,5,"6239, 9606, 10090, 284812, 559292"
806486,6,4,"227321, 284812, 306901, 559292"
761561,6,3,"9606, 10090, 10116"
60622,6,1,185431
721382,6,1,9606
804821,6,5,"3702, 6239, 9606, 284812, 559292"
793117,6,4,"237561, 284593, 284812, 559292"
804824,6,6,"3702, 7227, 9606, 10090, 284812"
804834,6,5,"3702, 9606, 10090, 284812, 559292"
754082,6,4,"9031, 9606, 10090, 10116"
803130,6,2,"10090, 121160"
803137,6,6,"3702, 7227, 9606, 10090, 284812"
803055,6,6,"7227, 9606, 9913, 10090, 10116"
803103,6,2,"5759, 6239"
1027241,6,6,"7227, 9606, 36329, 227321, 284812"
761506,6,5,"6239, 7227, 7955, 9606, 10090"
818602,6,4,"3702, 7955, 9606, 10090"
822308,6,3,"7227, 9606, 10090"
803003,6,5,"7227, 9606, 10090, 284812, 559292"
803012,6,5,"7227, 7955, 9606, 10090, 44689"
803017,6,5,"9031, 9606, 10090, 44689, 294381"
1027298,6,6,"3702, 7227, 9606, 126793, 284812"
801510,6,6,"3702, 7227, 9606, 10090, 284812"
803159,6,6,"3702, 9606, 185431, 237561, 284812"
796129,6,5,"6239, 7227, 7955, 9606, 10090"
1027310,6,5,"3702, 5691, 36329, 185431, 243274"
1035839,6,1,3702
550374,6,1,6239
484420,6,3,"237561, 284593, 559292"
801916,6,6,"5702, 10090, 185431, 284812, 330879"
801934,6,6,"3702, 7227, 9606, 227321, 284812"
815764,6,5,"6239, 7955, 9606, 10090, 10116"
293591,6,3,"3702, 29760, 1590841"
746268,6,3,"7955, 9606, 10090"
1036888,5,1,3702
568083,5,1,6239
612745,5,1,7165
484500,5,1,559292
617530,5,1,7227
617704,5,1,7227
618421,5,1,7227
482789,5,4,"227321, 237561, 284812, 559292"
801935,5,3,"3702, 7227, 9606"
801927,5,5,"3702, 9606, 9615, 284812, 559292"
801884,5,5,"7227, 9606, 10090, 284812, 559292"
623172,5,1,7227
479191,5,3,"237561, 284593, 559292"
626934,5,1,7227
478443,5,4,"237561, 284593, 284812, 559292"
478175,5,2,"284812, 559292"
629260,5,3,"7227, 7244, 7260"
801954,5,5,"7227, 9606, 10090, 284812, 559292"
801968,5,5,"3702, 9606, 185431, 284812, 559292"
801955,5,5,"3702, 9606, 9913, 284812, 559292"
746512,5,4,"7955, 9606, 10090, 10116"
795707,5,4,"6239, 7227, 9606, 10090"
795456,5,5,"6239, 7955, 9606, 10090, 10116"
803074,5,5,"6239, 9606, 10090, 44689, 185431"
803100,5,5,"6239, 7227, 9606, 10090, 10116"
803114,5,5,"3702, 9606, 10029, 10090, 10116"
803097,5,5,"7227, 9606, 44689, 284812, 559292"
796098,5,5,"7955, 8355, 9606, 10090, 10116"
746466,5,4,"7955, 9606, 10090, 10116"
746622,5,4,"9606, 9913, 10090, 10116"
700825,5,3,"7955, 7998, 8030"
702005,5,2,"7955, 8030"
762017,5,3,"9606, 10090, 10116"
817355,5,3,"7955, 9606, 10090"
816677,5,5,"7227, 9606, 9913, 10090, 44689"
762463,5,3,"7227, 7955, 9606"
762458,5,5,"7955, 9606, 10090, 10116, 60711"
762685,5,5,"6239, 7227, 9606, 10090, 64518"
1033464,5,3,"3702, 9606, 10090"
1033955,5,4,"3702, 237561, 284593, 559292"
633913,5,5,"7159, 7165, 7227, 610380, 2015173"
633214,5,1,7227
639779,5,1,7227
642158,5,1,7227
648779,5,2,"6239, 7227"
649028,5,2,"6239, 7227"
815631,5,5,"7227, 9606, 10090, 284812, 559292"
815632,5,5,"3702, 6239, 7227, 7955, 9606"
815673,5,2,"3702, 4081"
815564,5,2,"9606, 10090"
802024,5,5,"7227, 9606, 9615, 10090, 44689"
801983,5,5,"3702, 9606, 185431, 284812, 559292"
801992,5,4,"7955, 10090, 185431, 312017"
802036,5,5,"3702, 7227, 9606, 284812, 559292"
761317,5,3,"8355, 9606, 10090"
763067,5,3,"7955, 9606, 10116"
763418,5,4,"7955, 9031, 9606, 10116"
763944,5,2,"9606, 10090"
765466,5,4,"7955, 9606, 10090, 10116"
765497,5,4,"7955, 9606, 10090, 10116"
765842,5,4,"7955, 9606, 10090, 10116"
770332,5,5,"7955, 9606, 9986, 10090, 10116"
794227,5,4,"6239, 9606, 9913, 10090"
794839,5,5,"7227, 9606, 9913, 10090, 10116"
794479,5,4,"6239, 7227, 9606, 10090"
748326,5,5,"9031, 9103, 9606, 9913, 10090"
748294,5,3,"9606, 10090, 10116"
322577,5,1,3702
748890,5,5,"8355, 9031, 9606, 10090, 10116"
794213,5,2,"7955, 9606"
801467,5,5,"7955, 9606, 10090, 156889, 284812"
802970,5,5,"3702, 7227, 9606, 10090, 44689"
803008,5,5,"3702, 7955, 9606, 227321, 284812"
801545,5,5,"9031, 10116, 185431, 284812, 559292"
1027451,5,5,"882, 1140, 3702, 9913, 208964"
794368,5,3,"7227, 9606, 559292"
803361,5,5,"7227, 8355, 9606, 284812, 559292"
803416,5,2,"9606, 10090"
746869,5,5,"7955, 9031, 9606, 9823, 10090"
746882,5,3,"9606, 10090, 10116"
747041,5,2,"7955, 8030"
746394,5,2,"7955, 9606"
746350,5,5,"9541, 9606, 9913, 10090, 10116"
746407,5,4,"7955, 8355, 9606, 10116"
746426,5,3,"9606, 10090, 10116"
746453,5,5,"7955, 9606, 9913, 10090, 10116"
794509,5,3,"9606, 10090, 10116"
794497,5,5,"9606, 10090, 10116, 284812, 559292"
746697,5,4,"7955, 9606, 10090, 10116"
746749,5,4,"9103, 9606, 10090, 10116"
995858,5,5,"62977, 90370, 170187, 226185, 272563"
998799,5,5,"208964, 243160, 243275, 272562, 342109"
746759,5,4,"7955, 9606, 10090, 10116"
746729,5,5,"7955, 9606, 10090, 10116, 162425"
747287,5,4,"8364, 9606, 10090, 10116"
747413,5,3,"7955, 9606, 10090"
747341,5,3,"9606, 10090, 10116"
748224,5,5,"9606, 9615, 9823, 10090, 10116"
747500,5,2,"7955, 9606"
747471,5,5,"7955, 9606, 9823, 10090, 10116"
748309,5,3,"9606, 10090, 10116"
803564,5,5,"9606, 10090, 10116, 284812, 559292"
793968,5,5,"7227, 7955, 9606, 10090, 10116"
747174,5,3,"9031, 9606, 10090"
747105,5,3,"9606, 10090, 10116"
747242,5,4,"7955, 9606, 10090, 10116"
747167,5,4,"9606, 9823, 10090, 10116"
747234,5,5,"7955, 9606, 9913, 10090, 10116"
747251,5,4,"7955, 9606, 10090, 10116"
747367,5,5,"9606, 9615, 9823, 9913, 9986"
746273,5,5,"9031, 9606, 9913, 10090, 10116"
746212,5,4,"7955, 9031, 9606, 10090"
801522,5,4,"3702, 9606, 10090, 559292"
802855,5,5,"5664, 7227, 9606, 10090, 185431"
803525,5,5,"9606, 237561, 284812, 330879, 559292"
803389,5,4,"3702, 8355, 9606, 284812"
803390,5,3,"3702, 36329, 185431"
794105,5,5,"9606, 9913, 10090, 10116, 59463"
803319,5,3,"3702, 9606, 39947"
803336,5,4,"7955, 9606, 10090, 10116"
803420,5,3,"7227, 9606, 10090"
803352,5,5,"3702, 10090, 227321, 237561, 559292"
803410,5,4,"3702, 7227, 9606, 284812"
794298,5,5,"8364, 9606, 10090, 284812, 559292"
1027586,5,4,"3702, 5664, 185431, 227321"
746183,5,5,"7955, 8030, 8355, 9606, 10090"
793934,5,5,"6239, 9606, 9913, 10090, 284812"
793751,5,3,"7955, 9606, 10090"
793721,5,4,"6239, 9606, 10090, 284812"
749183,5,3,"9606, 10090, 10116"
749241,5,5,"7955, 8355, 9606, 10090, 10116"
320512,5,2,"3702, 3847"
320525,5,3,"3055, 3702, 39947"
749810,5,3,"9606, 10090, 10116"
803646,5,5,"9606, 237561, 284593, 284812, 559292"
803629,5,5,"9606, 10090, 10116, 284812, 559292"
803630,5,5,"6239, 9606, 10090, 284812, 559292"
793849,5,5,"7227, 9606, 10090, 284812, 559292"
793552,5,5,"7227, 7955, 9606, 10090, 10116"
793588,5,5,"9606, 9986, 10090, 284812, 559292"
793944,5,4,"9606, 9986, 10090, 10116"
793681,5,5,"7227, 7955, 9031, 9606, 10090"
802817,5,5,"3702, 9606, 10090, 284812, 559292"
745863,5,4,"7955, 8355, 9606, 10090"
745877,5,3,"9606, 10090, 10116"
745898,5,4,"7955, 9606, 10090, 10116"
745929,5,5,"7955, 8355, 9031, 9606, 10090"
803718,5,5,"7227, 9606, 10090, 10116, 44689"
803712,5,5,"7227, 7955, 9606, 284812, 559292"
803617,5,5,"3702, 9606, 185431, 284812, 559292"
793980,5,5,"6239, 7227, 9606, 10090, 10116"
793974,5,4,"7227, 7955, 9606, 10090"
793895,5,3,"7227, 9606, 9823"
803374,5,5,"9606, 10090, 227321, 284812, 559292"
803379,5,5,"6239, 9606, 9913, 10090, 10116"
802913,5,5,"9606, 10090, 227321, 284812, 559292"
802914,5,5,"3702, 7955, 9606, 10090, 185431"
802924,5,3,"9606, 10090, 10116"
748987,5,5,"7955, 9031, 9606, 10090, 10116"
749103,5,5,"7955, 9031, 9606, 10090, 10116"
748998,5,4,"7955, 8355, 9606, 10090"
749031,5,3,"7955, 9606, 10090"
749162,5,3,"9606, 10090, 10116"
320556,5,1,3702
752410,5,3,"9606, 10090, 10116"
793419,5,5,"9606, 10090, 10116, 227321, 284812"
801533,5,5,"3702, 6239, 7227, 9606, 284812"
745602,5,4,"7955, 9606, 9913, 10090"
793472,5,5,"6239, 7227, 9606, 284812, 559292"
793616,5,4,"7227, 7955, 9606, 10090"
793462,5,3,"7227, 9606, 10090"
803752,5,4,"9606, 10090, 10116, 284812"
748929,5,5,"7955, 8355, 9606, 10090, 10116"
748944,5,4,"7955, 9606, 10090, 10116"
803692,5,3,"9606, 44689, 284812"
803679,5,5,"3702, 7227, 9606, 10090, 10116"
803715,5,3,"7227, 9606, 10116"
746068,5,4,"7955, 9606, 10090, 10116"
746195,5,4,"7955, 9606, 10090, 10116"
802767,5,5,"6239, 9606, 10090, 284812, 559292"
802837,5,4,"6239, 9606, 284812, 559292"
802782,5,5,"3702, 9606, 10090, 284812, 559292"
751319,5,4,"7955, 9606, 10090, 10116"
751275,5,5,"7955, 9031, 9606, 10090, 10116"
793501,5,3,"9031, 9606, 10090"
793516,5,3,"6239, 9606, 10090"
793490,5,5,"6239, 7227, 9606, 10090, 10116"
793506,5,4,"9606, 9913, 10090, 10116"
793527,5,5,"6239, 7227, 7955, 9606, 10090"
803691,5,3,"3702, 9606, 10090"
804045,5,5,"6239, 7227, 7955, 9606, 10090"
804196,5,5,"6239, 7955, 9606, 10090, 185431"
804204,5,5,"3702, 9606, 10090, 284812, 559292"
793473,5,5,"6239, 7227, 7955, 9606, 10116"
750491,5,3,"9606, 10090, 10116"
751298,5,3,"7955, 9606, 10090"
751416,5,4,"9606, 9615, 9986, 10090"
752375,5,3,"9031, 9606, 10090"
399829,5,1,284812
745825,5,2,"9606, 10090"
745922,5,3,"9031, 9606, 10090"
745865,5,5,"7955, 9606, 9986, 10090, 10116"
801525,5,5,"3702, 9606, 10090, 227321, 330879"
802790,5,5,"3702, 6239, 7227, 9606, 10090"
802794,5,4,"7955, 9606, 9823, 10090"
802722,5,5,"7227, 8355, 9606, 10090, 185431"
793467,5,3,"9606, 10090, 10116"
745514,5,3,"9606, 10090, 10116"
745508,5,4,"9606, 9913, 10090, 10116"
745636,5,5,"7955, 8355, 9606, 10090, 10116"
745588,5,5,"7955, 9031, 9606, 10090, 10116"
745579,5,5,"7955, 9606, 9615, 10090, 10116"
745762,5,4,"7955, 9606, 10090, 10116"
745747,5,5,"7955, 9606, 9823, 10090, 10116"
803893,5,2,"9606, 10116"
803902,5,3,"6239, 9606, 284812"
803998,5,4,"3702, 7227, 9606, 10090"
804013,5,4,"3702, 227321, 284812, 559292"
803788,5,5,"3702, 6945, 7159, 9606, 10090"
803959,5,3,"3702, 9606, 284812"
803937,5,5,"7227, 9606, 10090, 10116, 44689"
793466,5,4,"9031, 9606, 10090, 284812"
793309,5,3,"9606, 10090, 10116"
793270,5,5,"9606, 10090, 227321, 284812, 559292"
804035,5,4,"7227, 7955, 9606, 10090"
804477,5,5,"7227, 7955, 9606, 9913, 10116"
804483,5,2,"9606, 10090"
752513,5,2,"9606, 10090"
752582,5,4,"7955, 9606, 10090, 10116"
752508,5,5,"7955, 9606, 9823, 10090, 10116"
1027699,5,5,"7227, 7955, 9606, 10090, 272624"
1027588,5,3,"8022, 9606, 10090"
1027591,5,5,"3702, 44689, 185431, 208964, 224308"
752643,5,4,"7955, 9606, 10090, 10116"
804554,5,4,"3702, 9606, 284812, 559292"
804258,5,5,"7955, 8355, 9606, 10090, 10116"
804228,5,4,"3702, 6239, 7227, 9606"
804232,5,4,"3702, 7227, 9606, 10090"
802840,5,4,"3702, 9606, 237561, 559292"
802842,5,3,"7955, 9606, 10090"
802752,5,3,"3702, 9606, 10090"
802757,5,4,"3702, 7955, 10090, 44689"
802758,5,5,"3702, 9606, 10090, 10116, 284812"
802796,5,5,"7227, 9606, 10090, 284812, 559292"
802798,5,5,"3702, 6239, 9606, 9913, 10090"
740089,5,4,"9606, 9823, 10090, 10116"
752371,5,4,"7955, 9606, 10090, 10116"
751864,5,4,"9031, 9606, 10090, 10116"
751908,5,4,"8355, 9606, 10090, 10116"
752425,5,5,"7955, 9031, 9606, 10090, 10116"
319482,5,1,3702
319352,5,2,"3702, 39947"
752383,5,3,"9606, 9913, 10090"
802816,5,5,"3702, 9606, 185431, 284812, 559292"
793219,5,4,"7227, 9606, 10090, 10116"
793195,5,5,"6239, 7227, 7955, 284812, 559292"
317743,5,1,3702
752644,5,4,"9606, 9913, 10090, 10116"
317872,5,1,3702
752702,5,4,"7955, 8355, 9606, 10090"
317079,5,2,"39946, 39947"
752690,5,4,"7955, 9606, 10090, 10116"
740588,5,4,"7955, 9606, 10090, 10116"
745478,5,3,"9606, 9913, 10090"
745477,5,4,"9606, 10029, 10090, 10116"
802658,5,5,"6239, 7227, 7955, 8355, 9606"
802672,5,5,"7955, 8355, 9606, 10090, 185431"
801622,5,5,"3702, 7955, 9606, 10090, 44689"
801623,5,2,"9606, 10090"
804756,5,5,"7955, 9606, 10090, 10116, 44689"
804584,5,4,"3702, 9606, 284812, 559292"
804796,5,4,"7955, 9606, 10090, 284812"
793260,5,3,"7955, 9606, 559292"
793177,5,3,"7955, 9606, 10090"
793189,5,4,"6239, 6289, 7227, 9606"
