EntryID,roothog_id,taxonomyID,umap_x,umap_y
Q9HUG8,990642,208964,5.8300557,6.9839463
Q97SR6,990642,170187,7.786817,7.618265
Q9VRM7,802109,7227,12.607457,-8.153766
Q9LW27,802109,3702,13.064215,-10.816875
P15539,802109,10090,12.987394,-7.9339657
Q9T093,802109,3702,12.676843,-9.237216
O23066,802109,3702,12.284684,-11.398256
Q6TBX7,802109,3702,12.0807705,-9.128844
Q9LVY7,802109,3702,12.534659,-9.34191
O16220,802109,6239,11.987523,-7.9671903
Q5VRI5,802109,39947,12.70395,-10.408261
O49652,802109,3702,12.897602,-10.578616
Q9LNJ4,802109,3702,12.815771,-10.496493
B1NF18,802109,3469,12.877882,-10.262948
O22203,802109,3702,12.77189,-10.417743
Q9FHC8,802109,3702,12.291663,-11.39876
Q9NR63,802109,9606,12.714377,-8.904784
Q5TCH4,802109,9606,12.847461,-7.774227
A2A974,802109,10090,12.118397,-7.386849
K4CEE8,802109,4081,12.389883,-9.243918
Q3TR45,802109,10090,12.973377,-7.978902
Q54SK0,802109,44689,11.969443,-7.9291205
P30100,802109,10116,12.960181,-7.885932
Q6Z6D6,802109,39947,12.438876,-9.062741
P92994,802109,3702,12.081653,-9.148446
Q9FMV7,802109,3702,12.284969,-11.408422
E9KBR8,802109,3847,12.876508,-10.558743
Q9LMM1,802109,3702,12.283255,-11.402973
A0A3Q7HS74,802109,4081,12.47582,-9.305522
P79739,802109,7955,12.630169,-8.958568
P15393,802109,10116,12.958152,-7.9905734
Q9LZ31,802109,3702,12.7039585,-9.867001
G3V7X8,802109,10116,12.696964,-8.870918
Q9LUD2,802109,3702,12.685592,-9.285783
O64697,802109,3702,12.3488035,-8.8420315
Q9LXX7,802109,3702,12.294986,-11.405867
Q66GJ1,802109,3702,12.863508,-10.52573
Q8VIL0,802109,10116,12.498593,-8.900612
Q3UQH5,802109,10090,12.9780445,-7.9778776
Q9LUC5,802109,3702,12.69199,-9.278404
Q9SAE4,802109,3702,13.056595,-10.820379
Q940V4,802109,3702,12.658129,-9.252947
A8Y592,802109,7227,12.560265,-8.167169
O23051,802109,3702,12.623367,-9.180776
F4JLY4,802109,3702,12.877473,-10.525736
O55127,802109,10090,12.492997,-8.913559
Q6EIG3,802109,7955,12.69853,-8.877413
K4CI52,802109,4081,12.104399,-9.197013
A1L1M2,802109,7955,12.727619,-8.891543
O64635,802109,3702,12.946938,-10.688853
Q9SAE3,802109,3702,13.036713,-10.788829
P24464,802109,10116,12.098709,-7.3586183
Q9CAD6,802109,3702,12.28195,-11.40755
Q9SQY7,802109,3702,12.708099,-9.897402
Q9LJK2,802109,3702,12.234494,-9.225589
P15538,802109,9606,13.001095,-7.820639
Q5CCK3,802109,39947,12.371997,-9.047079
Q8GSQ1,802109,39947,12.624346,-9.223456
Q0JFI2,802109,39947,12.754571,-10.464138
P20817,802109,10116,12.102308,-7.337983
Q2QUC5,802109,39947,12.7478895,-10.457138
Q9LXB3,802109,3702,12.881817,-10.564938
Q6YTF1,802109,39947,12.736892,-10.483543
Q9C5Y2,802109,3702,12.619804,-9.2654
Q9SQY6,802109,3702,12.726182,-9.938215
A0A3Q7HBJ5,802109,4081,12.411455,-9.237677
O80823,802109,3702,12.264137,-11.424995
O44649,802109,6239,11.993047,-7.963363
L7X3S1,802109,3469,12.874889,-10.570104
Q7EZR4,802109,39947,12.771232,-10.47904
H1A981,802109,3880,12.681399,-9.262239
Q9ZU07,802109,3702,13.094189,-10.848178
A5BFI4,802109,29760,12.380735,-9.239883
Q9SD85,802109,3702,12.817759,-10.509346
F8S1H8,802109,4232,13.057602,-10.788119
Q9FMY1,802109,3702,12.284715,-11.409668
O13820,802109,284812,12.193734,-8.672159
Q9LTM4,802109,3702,13.081111,-10.795572
D5JBX0,802109,4232,13.089606,-10.840498
F8S1H3,802109,4232,13.081541,-10.83132
O65787,802109,3702,13.035219,-10.781305
G5ECD0,802109,6239,11.98179,-8.018163
Q57WV1,802109,185431,8.372997,6.3598304
Q304P5,802109,10116,12.520976,-8.855786
Q9LTM0,802109,3702,13.08837,-10.840862
Q42569,802109,3702,12.30343,-9.172058
Q9FH76,802109,3702,12.079783,-9.155153
Q9PUB4,802109,9031,12.509861,-8.872154
P08516,802109,10116,12.051958,-7.3082147
Q9LUD3,802109,3702,12.660448,-9.24014
Q9LQ25,802109,3702,12.958555,-10.697003
Q811W2,802109,10090,12.733915,-8.819818
Q3TG86,802109,10090,12.929764,-8.01487
Q9FH66,802109,3702,13.003456,-10.733434
P58050,802109,3702,13.077708,-10.829405
Q0WTF4,802109,3702,12.850605,-10.49359
Q9SWR5,802109,3847,12.8172455,-10.49631
G3V861,802109,10116,12.531003,-8.854157
Q9ZUX1,802109,3702,12.305364,-11.38944
A0A140JWM8,802109,3702,12.514001,-9.305696
Q9SAA9,802109,3702,12.077077,-9.15418
O64698,802109,3702,12.353117,-8.73474
P87110,793066,284812,0.26874706,9.894309
P38695,793066,559292,0.17672355,10.432505
A0A1D8PH98,793066,237561,0.29341406,9.900691
Q9C101,793066,284812,1.2019601,10.042824
Q5AYG1,793066,227321,0.13666116,10.51901
Q9XXR3,793066,6239,0.18313105,9.702202
Q59Q30,793066,237561,1.1010491,10.075974
Q8MLQ7,793066,7227,-0.01209663,8.942839
Q6DFZ5,793066,7955,-0.9710098,8.77947
P32467,793066,559292,0.13328736,10.452492
P43581,793066,559292,0.14611661,10.487802
Q6PXP3,793066,9606,-0.95561105,8.515056
Q9Z0E8,793066,10090,-0.33751288,8.217722
Q9JIF3,793066,10090,-0.3738782,8.684131
Q9P3U7,793066,284812,0.2866602,10.2469845
P22732,793066,9606,-1.0553159,8.626768
O76082,793066,9606,-0.3402725,8.220605
Q9Z306,793066,10090,-0.35232612,8.233017
Q59VZ0,793066,237561,0.27050835,10.301735
P40886,793066,559292,0.25434342,10.307035
Q8J0V1,793066,5061,0.17670251,10.5180645
Q9BYW1,793066,9606,-0.5532194,8.239736
P39932,793066,559292,0.2929224,10.260204
Q8BG39,793066,10090,0.95109826,7.3007627
Q9H015,793066,9606,-0.326172,8.281144
P40885,793066,559292,0.18643467,10.402307
Q6A4L0,793066,10090,-0.3353792,8.305851
P30605,793066,559292,0.33373114,9.895963
O74969,793066,284812,0.2407712,10.312148
C3RUD8,793066,7955,-0.020302571,8.988557
P28568,793066,9031,-1.0763483,8.691203
P11166,793066,9606,-1.0904491,8.660074
Q7T3D2,793066,7955,-0.36386544,8.219157
P32465,793066,559292,0.14858162,10.440461
Q6NWF1,793066,7955,-0.03862596,8.850146
Q102R8,793066,7955,-1.0128065,8.726686
P39003,793066,559292,0.10838638,10.514176
Q9Y7Q9,793066,284812,1.1207137,10.077581
P11169,793066,9606,-1.1001573,8.690516
Q3T9X0,793066,10090,0.612284,6.573137
P32466,793066,559292,0.16314691,10.454483
P47185,793066,559292,0.253538,10.303391
Q8BFW9,793066,10090,0.029672364,8.838045
Q7KJP2,793066,7227,-0.07213023,9.018793
Q3UDF0,793066,10090,-0.2649402,8.759267
Q91WU2,793066,10090,-0.33380297,8.285976
P14246,793066,10090,-1.0380543,8.715008
Q9WV38,793066,10090,-1.0736159,8.617977
Q95R48,793066,7227,-0.33005995,8.235487
O44827,793066,6239,-0.69605714,8.885309
Q3ZAV1,793066,10116,-0.4464563,8.116534
Q8TD20,793066,9606,0.08354298,8.834084
Q7L1I2,793066,9606,0.94848126,7.337779
Q9R141,793066,10116,-0.36979213,8.217374
Q21455,793066,6239,0.14647241,9.6954775
Q9Y694,793066,9606,-0.31850266,8.2799225
P46896,793066,9031,-1.1046835,8.662762
Q02563,793066,10116,0.9927715,7.2529254
P23585,793066,559292,0.17640387,10.448752
F1R0Q1,793066,7955,-1.1127616,8.684466
Q921A2,793066,10116,-0.062340222,9.075366
P39004,793066,559292,0.11043706,10.510381
Q10286,793066,284812,0.28160578,9.925352
P27674,793066,9913,-1.0982956,8.666944
Q9P3U6,793066,284812,0.26830515,10.261373
P19357,793066,10116,-0.9409301,8.57631
W7MAT5,793066,334819,0.2836188,10.176475
Q7PIR5,793066,7165,0.82706267,8.343545
Q9NY64,793066,9606,-0.35898998,8.694397
O59932,793066,284812,0.30775353,10.114967
Q9Z2I6,793066,10116,0.9657103,7.2708855
P53631,793066,559292,0.21167292,10.340805
Q96S37,793066,9606,-0.4141711,8.0093775
Q8VHD6,793066,10090,-0.39400592,8.1827545
P38142,793066,559292,-0.076171026,9.027651
F1R0H0,793066,7955,-0.018682783,8.912436
Q9UGQ3,793066,9606,-0.34187403,8.625641
A0A1D8PSH1,793066,237561,0.3499924,9.971849
A0A0E4G213,793066,7955,-0.33701685,8.27311
Q63564,793066,10116,0.9752523,7.2749786
Q8TFG1,793066,284812,0.25960866,10.253883
F1RB41,793066,7955,-0.14067143,8.912577
O42885,793066,284812,1.1222943,10.051661
P32037,793066,10090,-1.1169872,8.696929
P25346,793066,559292,1.1000686,10.076959
Q8MKK4,793066,7227,-1.178589,8.743677
Q5A8J5,793066,237561,0.24951135,10.345768
Q92339,793066,284812,0.30272663,10.125126
Q5B0S0,793066,227321,0.14873593,10.474302
Q5ASJ3,793066,227321,0.11232955,10.497914
A4IG77,793066,7955,-0.33761984,8.215367
P14142,793066,10090,-1.0014725,8.609401
Q12407,793066,559292,2.1764922,9.319532
Q3UHK1,793066,10090,0.022036873,9.039563
P17809,793066,10090,-1.1110713,8.633545
A9ZSY3,793066,7091,-0.8991179,8.830911
P11167,793066,10116,-1.1030068,8.656648
J9VTH9,793066,235443,15.0540495,8.790869
P25297,793066,559292,1.0750161,10.085511
A0A1D8PF54,793066,237561,1.1102237,10.077359
Q8VD48,792933,10116,6.2167563,10.372751
Q8NEX9,792933,9606,6.158389,10.518576
Q9BPX1,792933,9606,7.5924325,9.791789
Q9BPW9,792933,9606,6.227201,10.32667
Q76LB8,792933,10090,6.1911163,10.85371
G5EGA6,792933,6239,7.622742,9.800574
A0A384JQF5,792933,332648,7.6123238,9.811615
O74628,792933,284812,7.2873344,9.366445
Q27979,792933,9913,6.0483356,10.665619
Q10216,792933,284812,7.641273,9.688357
Q8N3Y7,792933,9606,6.353231,9.95229
Q13268,792933,9606,7.6474953,9.897854
Q9R092,792933,10090,6.1441073,10.5971365
P40580,792933,559292,7.4052963,9.6626
Q02337,792933,9913,6.3247337,9.959804
O18404,792933,7227,7.7537136,10.095958
Q8K5C8,792933,10090,6.176447,10.855187
Q99N15,792933,10090,7.765164,10.096745
Q920P0,792933,10116,7.8028684,10.296971
Q7K0F7,792933,7227,6.714159,9.674863
Q5AVU0,792933,227321,6.7881093,11.114092
Q6FIW5,792933,284593,7.5372977,9.780955
Q8BYK4,792933,10090,6.710343,9.718749
Q9VLU5,792933,7227,6.749893,9.600453
Q93761,792933,6239,7.72814,9.602376
P50171,792933,10090,7.718127,10.024107
O88876,792933,10090,6.142474,10.741453
P87219,792933,237561,7.6195116,9.735669
Q803A8,792933,7955,6.5817647,9.7191515
Q16698,792933,9606,7.6969924,9.605105
Q9W3H4,792933,7227,7.4039745,9.691628
Q6CEE9,792933,284591,7.637113,9.838991
Q8NBN7,792933,9606,6.7715526,9.688344
A0A286Y8B5,792933,7955,6.207754,10.403844
Q02338,792933,9606,6.391952,9.905588
Q3V1Y2,792933,10090,6.193473,10.888357
Q7JUS1,792933,7227,6.7097244,9.712072
O08756,792933,10090,7.7614655,10.083062
Q561X9,792933,7955,7.768231,10.282996
Q5BBP1,792933,227321,7.3845406,9.632654
P47727,792933,10116,6.2880936,11.002169
Q92506,792933,9606,7.683238,9.978745
O74470,792933,284812,7.5820913,9.801363
Q8CEE7,792933,10090,6.698628,9.725498
Q05016,792933,559292,7.541578,9.749476
O75911,792933,9606,6.119564,10.768858
Q8MZG9,792933,7227,6.701801,9.680613
P0CU00,792933,284812,7.3094487,9.447841
A5JYX5,792933,6239,6.3104277,9.971357
Q6UX07,792933,9606,6.5708776,9.730655
Q80ZF7,792933,10116,6.337916,9.946348
P48758,792933,10090,6.300174,11.014951
Q9NZC7,792933,9606,6.6318827,9.693777
C8VI80,792933,227321,7.1622977,9.6738
Q2WF53,792933,7955,8.906294,6.127813
P16152,792933,9606,6.3057775,11.002576
Q91WL8,792933,10090,6.6155467,9.705289
Q9GKX2,792933,9986,7.741238,10.073403
Q6GNT6,792933,8355,6.1408935,10.617745
Q99LB2,792933,10090,7.778927,10.054983
O14756,792933,9606,6.1270027,10.681297
O13908,792933,284812,7.5724816,9.783353
Q00791,792933,227321,7.6584535,9.890936
A0A384MTY4,792933,9606,6.347834,9.955432
Q9W404,792933,7227,6.6027274,9.751536
A3LZU7,792933,322104,7.698907,9.926485
O14351,792933,284812,7.524862,9.723559
Q80XN0,792933,10090,6.3818097,9.917096
Q8VCR2,792933,10090,6.305505,9.969482
Q8TC12,792933,9606,6.6863494,9.720295
Q96NR8,792933,9606,6.6984353,9.698507
E9QUT3,792933,330879,7.584931,9.819499
Q7Z5P4,792933,9606,6.321604,9.953871
Q99MZ7,792933,10090,7.736978,9.664418
Q8VIJ7,792933,10090,6.1871634,10.865915
V9HW40,792933,9606,6.2352934,10.998835
P29147,792933,10116,6.3620033,9.927302
Q9NUI1,792933,9606,7.7444506,9.718384
Q9P7B4,792933,284812,7.5233483,9.773626
Q8IZV5,792933,9606,6.3666687,9.920581
Q91X52,792933,10090,7.810755,10.266306
Q28960,792933,9823,6.2604675,10.999871
P08074,792933,10090,7.7985077,10.178563
C9JQ90,792933,9606,6.3076057,9.957914
Q9QYF1,792933,10090,6.72754,9.761817
O75828,792933,9606,6.2393928,10.983383
A0A0G2K1R4,792933,10116,6.0534034,10.658883
Q9CYT3,792933,10090,7.742582,10.059495
Q8NK50,792933,51453,6.844322,11.009368
Q9WVK3,792933,10116,7.731627,9.621687
E3TDR7,792933,7998,7.7146335,10.029687
Q9CQ62,792933,10090,7.6591825,9.547915
Q92781,792933,9606,6.066665,10.672696
Q64591,792933,10116,7.657245,9.606672
C9JZP6,792933,9606,7.6788263,9.905825
Q9BUT1,792933,9606,7.7676377,10.321602
D6RIR6,792933,9606,7.581299,9.859763
Q7Z4W1,792933,9606,7.796909,10.294573
Q6UWP2,792933,9606,6.289826,10.979063
Q14RS1,792933,40559,7.5818853,9.8422165
Q3ZBU7,1028112,9913,2.1180117,-7.615854
P29514,1028112,3702,2.4996564,-8.412516
Q13885,1028112,9606,2.2619565,-7.9813404
Q94771,1028112,5691,3.9033363,-8.806965
Q9BUF5,1028112,9606,2.2442896,-7.9117036
P52275,1028112,6239,2.1388967,-7.6611705
Q9D6F9,1028112,10090,2.119418,-7.620251
C9JEV8,1028112,9606,2.6744633,-8.474701
Q6P9T8,1028112,10116,2.0983644,-7.5859118
P69897,1028112,10116,2.132901,-7.645118
P24633,1028112,227321,3.9422777,-9.022025
P29513,1028112,3702,2.5328703,-8.450719
Q71U36,1028112,9606,4.347679,-9.186371
Q19490,1028112,6239,4.1612463,-9.054479
Q5SU16,1028112,9606,2.1350145,-7.6527963
P24634,1028112,227321,3.9558177,-9.035015
P68363,1028112,9606,4.3348603,-9.166964
P09733,1028112,559292,3.99062,-9.034313
B1PBW7,1028112,3635,2.5593078,-8.490147
P83887,1028112,10090,0.7148248,5.7516513
P04688,1028112,284812,3.930186,-9.0069065
Q8VCK3,1028112,10090,0.7269992,5.7517047
P23257,1028112,7227,3.8159838,-8.498214
A1ZBL0,1028112,7227,2.3241985,-8.087653
P09734,1028112,559292,3.9130983,-8.994172
Q4QRB4,1028112,10116,2.2883317,-8.025717
A0A384MEE3,1028112,9606,2.2831993,-8.029724
A9PL17,1028112,3635,3.9945862,-9.063451
P68372,1028112,10090,2.1025794,-7.598785
A9PL21,1028112,3635,3.9863029,-9.089954
Q55AR3,1028112,44689,3.8738267,-8.788296
P06605,1028112,7227,4.3910956,-9.236465
P41937,1028112,6239,2.2426338,-7.957747
P83888,1028112,10116,0.7237402,5.7468176
K7ES63,1028112,9606,2.5510278,-8.143459
Q6ZLZ9,1028112,36329,3.9785705,-9.0560255
Q9NRH3,1028112,9606,0.72308445,5.748982
P32255,1028112,44689,3.889343,-8.9628935
P81947,1028112,9913,4.36933,-9.19813
P68369,1028112,10090,4.34799,-9.187379
P32256,1028112,44689,2.4509299,-8.33372
P04350,1028112,9606,2.1136932,-7.605506
P05213,1028112,10090,4.3875084,-9.2207
Q9VRX3,1028112,7227,2.3959851,-8.317503
P06603,1028112,7227,4.3466005,-9.193189
Q6DC49,1028112,7955,4.3348927,-9.172464
F8VQQ4,1028112,9606,3.834413,-8.930939
P25295,1028112,284812,3.8198144,-8.534234
P54401,1028112,5759,2.4962714,-8.299295
P24636,1028112,3702,2.561216,-8.503086
P68371,1028112,9606,2.080879,-7.573098
Q9JJZ2,1028112,10090,4.222558,-9.117456
Q767L7,1028112,9823,2.1388562,-7.643224
P29516,1028112,3702,2.5916717,-8.531522
P10653,1028112,227321,2.5774028,-8.489881
A2AQ07,1028112,10090,2.4920528,-8.405137
P42271,1028112,7227,3.8232348,-8.531886
P61857,1028112,7227,2.2836883,-8.032912
Q9BVA1,1028112,9606,2.2621758,-8.004342
B1PBW1,1028112,3635,2.539904,-8.488106
P68366,1028112,9606,4.2982855,-9.165802
P29511,1028112,3702,3.9949148,-9.099101
P38557,1028112,3702,3.7880988,-8.500518
Q9ERD7,1028112,10090,2.2813506,-8.012471
A0A1D8PC97,1028112,237561,2.4088445,-8.208702
B1PBV8,1028112,3635,2.5762246,-8.550871
Q6VAF8,1028112,3635,2.5316052,-8.451156
P81948,1028112,9913,4.2843122,-9.1552515
B1PBW2,1028112,3635,2.5463955,-8.473221
P38558,1028112,3702,3.8247054,-8.487518
Q9H4B7,1028112,9606,2.4843578,-8.397482
P05219,1028112,284812,2.2025604,-7.8396726
Q3ZCM7,1028112,9606,2.121843,-7.6299706
B1PBW6,1028112,3635,2.5535595,-8.493314
Q9BQE3,1028112,9606,4.390196,-9.234366
P0DPH8,1028112,9606,4.383219,-9.222688
A9PL20,1028112,3635,4.025155,-9.150224
Q60455,1028112,10029,2.1136873,-7.5956964
Q6PEY2,1028112,9606,4.4427433,-9.282585
P29517,1028112,3702,2.571958,-8.5436125
A9PL15,1028112,3635,3.9833715,-9.105722
P09206,1028112,9031,2.1035376,-7.595514
Q9CWF2,1028112,10090,2.3015935,-8.048481
P04689,1028112,284812,3.9676957,-9.025201
B1PBW0,1028112,3635,2.5504627,-8.49399
P53378,1028112,559292,2.4292054,-8.22144
Q4TZT6,1028112,3635,2.557861,-8.487221
P23258,1028112,9606,0.71969247,5.745496
Q6AYZ1,1028112,10116,4.406736,-9.222416
P12456,1028112,6239,2.238629,-7.9574704
Q6NWK7,1028112,7955,4.3622794,-9.195906
Q5VLK2,1028112,10029,4.4058423,-9.220562
P34475,1028112,6239,2.4194536,-8.196523
Q9NY65,1028112,9606,4.243294,-9.087591
Q6VAF5,1028112,3635,2.4855056,-8.371649
O18688,1028112,6239,4.276497,-9.124608
P91910,1028112,6239,4.160305,-9.057187
P07437,1028112,9606,2.1324897,-7.685486
Q8H6N0,1028112,3635,2.5765457,-8.487677
P06604,1028112,7227,4.3469505,-9.224559
P84084,1027819,10090,16.826252,3.9969745
P84079,1027819,10116,17.166729,4.209014
Q19705,1027819,6239,15.961697,3.6949365
O08697,1027819,10116,15.251034,3.8506336
Q9VHV5,1027819,7227,14.960396,3.8415265
Q13795,1027819,9606,16.368156,3.3584404
Q23445,1027819,6239,27.154743,11.859097
P36397,1027819,3702,17.05942,4.117543
P36536,1027819,10090,27.096857,11.917092
Q57XJ5,1027819,185431,16.211313,3.5013406
Q59S78,1027819,237561,27.141445,11.872503
Q8BSL7,1027819,10090,17.174337,4.2233925
Q8VY57,1027819,3702,15.693604,3.7902205
O88848,1027819,10090,16.484095,3.295527
O80489,1027819,3702,27.122078,11.891888
Q9VD64,1027819,7227,16.207775,3.5300217
Q38D64,1027819,185431,16.790796,3.970761
Q09767,1027819,284812,16.075256,3.6273146
Q8I1S0,1027819,36329,27.128138,11.885814
B5DG68,1027819,8030,17.128689,4.187679
Q94231,1027819,6239,16.54562,3.6804104
P61209,1027819,7227,17.179214,4.2184944
P38116,1027819,559292,16.330273,3.6338918
P62331,1027819,10090,17.390785,2.9384706
P20606,1027819,559292,27.133823,11.880113
Q9H0F7,1027819,9606,16.461575,3.3109677
Q18510,1027819,6239,16.477,3.2949529
Q95SY7,1027819,7227,27.107317,11.906559
P61212,1027819,10116,16.159643,3.9334142
Q5AMP3,1027819,237561,16.296017,3.6875167
P62332,1027819,10116,17.389145,2.9391532
P40946,1027819,7227,17.38145,2.9443152
P25160,1027819,7227,16.348999,3.7487795
E9ADU4,1027819,5664,16.254665,3.504543
P11076,1027819,559292,16.992754,4.0938377
Q803D1,1027819,7955,17.14538,4.1976485
O00909,1027819,44689,16.899225,4.012994
P36579,1027819,284812,17.083529,4.1372495
Q585W3,1027819,185431,16.389875,3.379559
P61211,1027819,10090,16.160177,3.907339
Q8BXL7,1027819,10090,16.391575,3.3800771
P26990,1027819,9031,17.392176,2.9373066
Q1MTE5,1027819,7955,16.026257,3.6481924
Q9CQW2,1027819,10090,14.980217,3.8579423
Q38BH5,1027819,185431,15.582863,3.7853208
Q9VSG8,1027819,7227,16.496784,3.4384933
Q9Y7Z2,1027819,284812,16.647873,3.7436354
B2R7U5,1027819,9606,14.962845,3.8380578
Q0IIM2,1027819,9913,16.479942,3.3136907
Q01475,1027819,284812,27.142395,11.871503
P51646,1027819,10116,16.456057,3.477294
P40994,1027819,559292,16.445162,3.5258334
P61204,1027819,9606,17.196604,4.2409506
P84078,1027819,10090,17.17863,4.2242284
Q9ZPX1,1027819,3702,15.271393,3.8516407
Q6ID97,1027819,3702,17.043085,4.1058273
O45379,1027819,6239,16.231907,3.5307288
Q8W4C8,1027819,3702,15.823427,3.7965539
P19146,1027819,559292,16.994322,4.082414
Q02804,1027819,559292,16.451687,3.2697985
Q5AND9,1027819,237561,17.164858,4.2096224
P40616,1027819,9606,16.107357,3.9409041
P61205,1027819,10090,17.172178,4.211976
Q9M1P5,1027819,3702,16.997393,4.057682
Q9LIK1,1027819,3702,16.491043,3.4578326
Q9WUL7,1027819,10090,16.072039,3.6376574
P34212,1027819,6239,16.480621,3.3628194
Q9VD29,1027819,7227,27.16213,11.851818
P61750,1027819,10090,16.804235,3.969071
Q96KC2,1027819,9606,16.46585,3.4788046
P62330,1027819,9606,17.381016,2.948803
A0A178UPG8,1027819,3702,16.02613,3.9302287
Q96BM9,1027819,9606,14.9542675,3.8482418
P36405,1027819,9606,16.060642,3.5952425
Q6PBX2,1027819,7955,27.096966,11.917071
Q57VI8,1027819,185431,16.364056,3.4220548
Q7KQL3,1027819,36329,17.053923,4.1104755
P36404,1027819,9606,15.221252,3.856678
F4IZ82,1027819,3702,15.940779,3.7034886
Q9NR31,1027819,9606,27.10288,11.911139
Q4QEJ1,1027819,5664,16.336327,3.4585984
Q06849,1027819,7227,15.269671,3.8493104
A0A1D8PJ64,1027819,237561,16.538868,3.5435383
P84077,1027819,9606,17.198238,4.243606
G5EDC6,1027819,6239,15.029383,3.8380132
Q9CQC9,1027819,10090,27.12216,11.891874
Q9QVY3,1027819,10029,27.110388,11.903672
Q9Y6B6,1027819,9606,27.10196,11.912103
Q9U2S4,1027819,6239,17.349653,2.97723
Q53YD8,1027819,9606,15.27442,3.8706188
Q9Y689,1027819,9606,16.536665,3.4943266
Q9D0J4,1027819,10090,15.228987,3.8702736
Q6P3A9,1027819,10090,16.418009,3.3859653
Q38921,1027819,3702,16.015924,3.9638007
P51644,1027819,8355,16.83825,3.996077
P18085,1027819,9606,16.786903,3.9574454
Q6PC43,1027819,7955,16.295956,3.4651303
Q20758,1027819,6239,16.357649,3.9504163
P51823,1027819,39947,17.054224,4.1138725
Q52NJ5,1027819,9823,16.112896,3.955423
P11983,1027301,10090,7.099041,5.471344
P63039,1027301,10116,9.234092,8.031518
P10809,1027301,9606,9.2331295,8.02752
P87153,1027301,284812,6.975636,5.357411
Q76NU3,1027301,44689,7.5966773,6.3393965
P50991,1027301,9606,7.135697,6.365461
P12613,1027301,7227,7.1187005,5.508671
P0A335,1027301,170187,9.013432,7.9461355
P17987,1027301,9606,7.076307,5.4421287
Q8I0V3,1027301,36329,7.3013244,6.3046556
P42943,1027301,559292,7.02271,5.380767
O02649,1027301,7227,9.160901,7.966547
P31081,1027301,9913,9.181795,7.99016
Q9LV21,1027301,3702,7.119279,6.3906555
P40227,1027301,9606,7.521448,6.286555
Q803B0,1027301,7955,9.176279,7.9747276
Q9VHL2,1027301,7227,6.9594855,5.279715
P80318,1027301,10090,7.2628922,4.7288103
Q5ZL72,1027301,9031,9.259166,8.040296
Q4X1P0,1027301,330879,8.936382,7.771898
Q05972,1027301,1111708,8.941593,7.8788176
P48605,1027301,7227,7.21024,4.706703
Q61390,1027301,10090,7.498972,6.2713366
Q54ES9,1027301,44689,7.016341,4.4593053
P19882,1027301,559292,8.914795,7.73346
P40413,1027301,559292,7.4449773,6.371168
O74261,1027301,237561,8.9149475,7.7203507
Q6NVI6,1027301,7955,7.473116,6.3504453
P78012,1027301,272634,8.675739,7.492971
O97282,1027301,36329,7.259294,6.235955
P80316,1027301,10090,7.4711037,6.313559
Q10147,1027301,284812,7.0178576,4.4843225
O94501,1027301,284812,7.1729574,5.6260734
Q6AYJ7,1027301,10116,7.4962735,6.290784
O77323,1027301,36329,7.0777197,5.688595
Q8II43,1027301,36329,7.1417704,5.689699
Q93ZM7,1027301,3702,8.910887,7.706527
O77622,1027301,9986,7.4959717,6.3040495
Q57YZ8,1027301,185431,7.08777,5.1839323
Q2NKZ1,1027301,9913,7.0065675,5.287312
P80314,1027301,10090,7.931191,2.8490973
P12612,1027301,559292,7.208765,5.7300835
P39076,1027301,559292,6.998508,4.4882407
Q5ZXP3,1027301,272624,8.974612,7.914104
Q9W392,1027301,7227,7.03085,4.4965205
Q3ZBH0,1027301,9913,7.930779,2.8488142
P80315,1027301,10090,7.1207075,6.365375
B3DGX6,1027301,7955,9.689916,5.6280293
P39079,1027301,559292,7.601951,6.305535
P63038,1027301,10090,9.235495,8.030913
P47208,1027301,6239,7.091851,6.3873305
P50140,1027301,6239,8.975541,7.772609
Q9V2T8,1027301,273057,7.412243,6.474874
O04450,1027301,3702,7.4576187,6.3949656
Q37683,1027301,5702,8.881615,7.7226753
Q6FMR2,1027301,284593,8.988102,7.8136616
P21240,1027301,3702,8.996245,7.77251
Q2T9X2,1027301,9913,7.0832725,6.4041686
P29185,1027301,4577,8.957126,7.7677436
O74341,1027301,284812,7.2300925,4.718744
P80313,1027301,10090,6.9852233,5.265869
Q5SLM2,1027301,300852,8.915516,7.823362
Q9VMN5,1027301,7227,8.996344,7.8127475
Q38DP9,1027301,185431,7.0138416,5.3362083
O97247,1027301,36329,7.021836,5.394774
P49368,1027301,9606,7.2512274,4.72741
P39078,1027301,559292,7.1412783,6.348218
Q3T0K2,1027301,9913,7.2337065,4.7423954
P80317,1027301,10090,7.503113,6.235694
P47207,1027301,6239,7.0142937,4.4725413
P39077,1027301,559292,7.1851597,4.841699
Q8JHI7,1027301,7955,7.266984,4.767133
Q55BM4,1027301,44689,7.1802645,5.6593184
P0C923,1027301,224326,8.823359,7.672372
B2ZDY6,1027301,9986,7.110124,5.4627576
Q9VXQ5,1027301,7227,7.557438,6.372054
P78371,1027301,9606,7.929477,2.8508248
Q9KJ23,1027301,257314,8.991067,7.904656
Q9M888,1027301,3702,7.531383,6.321747
P48643,1027301,9606,7.4394155,6.32517
Q5B041,1027301,227321,8.919863,7.741698
Q3MHL7,1027301,9913,7.5130014,6.2765446
C0H5I7,1027301,36329,7.145839,6.160764
Q9LJE4,1027301,3702,8.965057,7.806204
B5X2M8,1027301,8030,7.9309845,2.8477314
