EntryID,taxonomyID,taxon_name,umap_x,umap_y,kmeans_cluster
Q8SYQ0,7227,D. melanogaster,10.714865,8.655968,5
A0A0B4KG78,7227,D. melanogaster,9.125834,8.008449,13
Q24492,7227,D. melanogaster,11.502843,11.62508,3
Q4V621,7227,D. melanogaster,7.584661,5.5946403,8
V9GZM3,7227,D. melanogaster,11.428158,12.739111,11
Q86NT8,7227,D. melanogaster,6.839119,9.541168,7
Q8T5F4,7227,D. melanogaster,9.150493,3.025298,1
Q8SX15,7227,D. melanogaster,8.528763,10.394278,14
X2JFR5,7227,D. melanogaster,9.682999,5.287937,4
P21520,7227,D. melanogaster,8.306125,5.750081,14
Q7K566,7227,D. melanogaster,13.985295,-0.44380182,11
Q7K141,7227,D. melanogaster,10.398346,11.259645,2
Q9VFJ2,7227,D. melanogaster,7.0709815,10.320855,7
Q9NGV4,7227,D. melanogaster,8.48501,12.816034,2
P45975,7227,D. melanogaster,10.615245,9.341286,6
Q2PDZ4,7227,D. melanogaster,7.603581,5.1757045,8
Q9VY43,7227,D. melanogaster,14.286308,13.703858,3
Q9VHH1,7227,D. melanogaster,7.9572268,7.5869226,13
P21521,7227,D. melanogaster,12.499366,9.467585,6
M9PIQ9,7227,D. melanogaster,8.116451,9.155022,13
Q9VEL5,7227,D. melanogaster,8.731339,6.417755,13
Q9GNL3,7227,D. melanogaster,8.939044,6.5988283,13
Q0E9K4,7227,D. melanogaster,6.5438137,4.991341,8
Q76NP9,7227,D. melanogaster,10.43301,11.147299,14
Q9NGU8,7227,D. melanogaster,11.063084,2.9106517,16
Q961K5,7227,D. melanogaster,11.236596,7.9141417,5
Q9VTB8,7227,D. melanogaster,12.051694,6.924036,5
Q9VE50,7227,D. melanogaster,13.033041,13.024439,15
Q59DP7,7227,D. melanogaster,12.9948015,10.013954,11
Q9VSL7,7227,D. melanogaster,10.614021,3.8038495,14
Q9VST0,7227,D. melanogaster,11.856688,7.892429,5
Q7K9Q9,7227,D. melanogaster,9.700035,7.673676,13
Q9VJ37,7227,D. melanogaster,12.560151,8.234812,5
Q8MT46,7227,D. melanogaster,10.63603,11.572132,2
Q7JYN8,7227,D. melanogaster,9.058348,7.877371,13
A1Z6W5,7227,D. melanogaster,9.777435,10.893921,14
Q24256,7227,D. melanogaster,11.93968,6.5619392,5
Q9VU88,7227,D. melanogaster,11.0260515,8.945274,15
Q95U34,7227,D. melanogaster,10.093761,13.57644,3
Q9BPQ1,7227,D. melanogaster,9.681736,7.649754,13
M9PEI8,7227,D. melanogaster,10.696621,11.296061,6
O46063,7227,D. melanogaster,6.6143823,9.190187,10
Q8MLR7,7227,D. melanogaster,10.954556,12.09817,2
Q9VV48,7227,D. melanogaster,12.014916,8.871749,6
P33085,7227,D. melanogaster,10.722658,3.2849898,19
Q9VSR7,7227,D. melanogaster,10.188449,13.046175,2
Q9VKC2,7227,D. melanogaster,10.793295,2.448733,19
X2JFJ0,7227,D. melanogaster,11.305072,7.9405446,9
A1Z7X7,7227,D. melanogaster,11.059189,14.106461,3
P15278,7227,D. melanogaster,8.364534,5.228283,6
Q8T626,7227,D. melanogaster,11.271331,2.7571404,16
Q7K1Q6,7227,D. melanogaster,9.056252,8.102299,13
Q95T46,7227,D. melanogaster,11.43001,7.532005,5
P08841,7227,D. melanogaster,12.557716,15.353869,2
M9MSK7,7227,D. melanogaster,9.192129,14.045436,2
Q8INN6,7227,D. melanogaster,11.080102,7.831142,5
Q8IGR6,7227,D. melanogaster,10.713223,11.660402,2
Q9VQY4,7227,D. melanogaster,10.954654,3.0764384,6
Q9VI97,7227,D. melanogaster,10.58426,7.405199,9
Q9VUY1,7227,D. melanogaster,11.0004635,3.0136602,16
A0A0B4LFU6,7227,D. melanogaster,9.295976,14.247279,3
Q9VKE2,7227,D. melanogaster,10.214944,7.849394,9
Q9NHY0,7227,D. melanogaster,10.978963,6.661412,5
Q9W281,7227,D. melanogaster,11.718646,9.644998,6
M9PDC9,7227,D. melanogaster,9.170527,3.0074213,8
Q9BI20,7227,D. melanogaster,10.95329,12.285251,3
P22816,7227,D. melanogaster,11.555144,6.6441774,5
Q9VCZ8,7227,D. melanogaster,11.370621,10.702043,15
Q9W2H1,7227,D. melanogaster,7.30555,6.7582154,7
Q9V730,7227,D. melanogaster,7.1803327,4.317543,8
Q9V9K7,7227,D. melanogaster,11.10011,8.4665575,15
A0A0B4K7W7,7227,D. melanogaster,12.178761,7.9218884,6
X2JCH3,7227,D. melanogaster,8.160513,5.4992566,14
Q9VKL9,7227,D. melanogaster,11.235988,9.540974,6
P54361,7227,D. melanogaster,11.039441,8.856785,14
Q8SYI9,7227,D. melanogaster,8.471127,10.431679,14
Q9VTN0,7227,D. melanogaster,10.29122,2.4075878,16
P02842,7227,D. melanogaster,7.37439,6.692791,7
Q8IGG0,7227,D. melanogaster,6.1549006,8.884257,10
Q9V4C1,7227,D. melanogaster,9.633578,7.5916653,13
Q9VKM6,7227,D. melanogaster,10.027585,8.9725275,15
A0A0B4KED8,7227,D. melanogaster,10.927327,3.064393,16
Q8T085,7227,D. melanogaster,6.7884274,5.294548,16
M9PFV8,7227,D. melanogaster,10.221443,7.957912,15
P42124,7227,D. melanogaster,10.531724,9.341355,14
Q7JN04,7227,D. melanogaster,11.875493,6.629513,9
Q9VKG8,7227,D. melanogaster,7.9303594,4.650264,1
M9NDN0,7227,D. melanogaster,11.892769,6.587265,5
B7Z0G4,7227,D. melanogaster,11.085671,2.4484873,19
Q9I7P4,7227,D. melanogaster,8.290459,9.407253,7
Q8SXY5,7227,D. melanogaster,8.894563,6.4093204,13
Q8MZ04,7227,D. melanogaster,11.857633,6.57695,5
C0HKQ7,7227,D. melanogaster,8.037211,7.647676,15
A0A0B4KH28,7227,D. melanogaster,10.88777,10.444312,15
Q9VAI1,7227,D. melanogaster,10.8538885,12.131909,2
Q8IRS0,7227,D. melanogaster,7.1513743,4.397151,8
Q7KI49,7227,D. melanogaster,7.8542027,8.78207,7
Q8MRH2,7227,D. melanogaster,11.182668,10.929042,3
Q9VYE9,7227,D. melanogaster,10.704649,8.000424,15
Q960J1,7227,D. melanogaster,10.772995,8.806634,15
Q8T0A7,7227,D. melanogaster,11.276747,8.388116,15
Q95R84,7227,D. melanogaster,9.957824,13.388062,2
Q9VFE4,7227,D. melanogaster,7.2876225,9.97497,7
A8JNC7,7227,D. melanogaster,8.423704,4.9952664,6
A0A0B4KFE4,7227,D. melanogaster,10.364034,14.362338,3
Q9VK52,7227,D. melanogaster,10.787784,3.3482554,16
Q9VTW7,7227,D. melanogaster,10.6415415,-0.17025024,17
Q9VW37,7227,D. melanogaster,11.219821,8.106,14
Q9VLF0,7227,D. melanogaster,8.437751,5.1706867,6
A0A0B4JD03,7227,D. melanogaster,11.628832,9.547314,15
O61307,7227,D. melanogaster,11.818056,10.598068,6
O18363,7227,D. melanogaster,10.614539,7.4380445,5
M9PEK7,7227,D. melanogaster,10.270359,9.548057,14
Q9VHW4,7227,D. melanogaster,10.701273,10.81864,2
Q59DN7,7227,D. melanogaster,11.694787,6.5755234,5
A1Z9K0,7227,D. melanogaster,8.987527,13.244722,3
P19538,7227,D. melanogaster,10.727459,12.006565,2
Q9VJ07,7227,D. melanogaster,10.628622,9.773203,14
Q8SYU1,7227,D. melanogaster,8.481508,10.360153,13
A1L270,7955,D. rerio,12.397881,9.9060335,11
F1QZB1,7955,D. rerio,8.750776,4.9070787,8
K7DY84,7955,D. rerio,11.580108,6.778394,5
B0S5J5,7955,D. rerio,10.815309,12.949742,2
F1QEF1,7955,D. rerio,6.8178353,3.949755,11
A0A140LFR2,7955,D. rerio,9.404732,7.450756,13
A0A158VIB5,7955,D. rerio,8.19253,5.354822,8
E7EZM1,7955,D. rerio,6.4192867,4.275201,3
Q8JJ09,7955,D. rerio,9.938827,7.5389776,9
A0A2R8Q587,7955,D. rerio,11.438168,6.0892797,5
A4JYM3,7955,D. rerio,8.77522,4.50508,1
E9QI22,7955,D. rerio,8.186664,8.364543,13
E7FH23,7955,D. rerio,10.879285,7.7661242,4
Q6TNQ3,7955,D. rerio,11.832308,11.640831,3
Q6DG36,7955,D. rerio,10.713168,3.2821417,16
A2BFV8,7955,D. rerio,11.643776,12.626432,3
A0A140LH88,7955,D. rerio,7.258853,4.962179,14
F1R3I3,7955,D. rerio,9.570069,13.828647,2
Q6NY44,7955,D. rerio,12.547229,9.78668,6
F1R0W9,7955,D. rerio,8.623908,13.163874,3
A0A0R4IQS2,7955,D. rerio,9.381477,9.050805,14
A4FVH4,7955,D. rerio,11.1728735,6.5719433,5
X1WCU2,7955,D. rerio,8.689762,8.018054,13
A0A0R4IBH8,7955,D. rerio,6.1529155,8.884814,10
B0R0V8,7955,D. rerio,10.939919,11.014164,2
F1QZP2,7955,D. rerio,11.173753,6.6976123,5
A8BB40,7955,D. rerio,8.556795,3.569315,1
A0A2R8QJ71,7955,D. rerio,7.9524393,5.3818645,14
Q66ID6,7955,D. rerio,11.605698,3.6611352,19
A0A2R8QCP3,7955,D. rerio,7.7589617,4.368018,1
F1RC38,7955,D. rerio,10.692219,12.586421,3
A0A2R8PZA4,7955,D. rerio,11.0509615,9.4104,15
B0S7X5,7955,D. rerio,10.165155,12.5647135,2
A0A2R8RI11,7955,D. rerio,10.867122,9.278162,15
Q1LU99,7955,D. rerio,11.5122175,8.508706,4
E9QFS0,7955,D. rerio,8.152529,6.1838684,13
A0A2R8RYW1,7955,D. rerio,11.488347,6.7896633,5
Q90YM2,7955,D. rerio,8.46971,5.5610337,6
A0A0R4IZ74,7955,D. rerio,8.431105,4.977825,6
F1RER2,7955,D. rerio,10.90316,6.643317,4
H2DL87,7955,D. rerio,8.01833,5.3765483,8
K4I874,7955,D. rerio,10.703,12.09448,2
A2BG80,7955,D. rerio,12.892853,11.799192,11
F1R083,7955,D. rerio,12.185472,8.736709,1
A0A2R8QQE5,7955,D. rerio,6.4305954,8.974422,10
Q8JHI2,7955,D. rerio,7.416344,4.4395533,8
Q5CZU6,7955,D. rerio,8.058526,9.507121,7
Q4V935,7955,D. rerio,11.354805,10.777665,14
Q08C84,7955,D. rerio,11.819993,10.416665,1
Q7T2E4,7955,D. rerio,11.694611,7.636862,4
A0A2R8RSH7,7955,D. rerio,10.845839,2.6642716,19
A4QN53,7955,D. rerio,12.104514,11.206885,6
Q8AW26,7955,D. rerio,10.517869,6.7323594,13
Q4V9F0,7955,D. rerio,10.897702,13.738654,3
A5PL67,7955,D. rerio,8.917532,4.886379,14
Q8QFW2,7955,D. rerio,11.285878,11.346283,6
F1QLL3,7955,D. rerio,11.788559,7.8923106,14
F1Q8U0,7955,D. rerio,10.856594,9.17722,15
Q90XA8,7955,D. rerio,11.44442,7.793175,15
Q8AXK9,7955,D. rerio,11.693389,6.7075157,5
Q8UUR5,7955,D. rerio,10.293014,7.7341933,13
A7MCK1,7955,D. rerio,15.166341,11.267634,6
Q7SYL9,7955,D. rerio,10.333422,9.290258,15
Q6DGZ7,7955,D. rerio,11.400252,3.4202566,16
Q1LXM2,7955,D. rerio,13.619305,13.335622,15
Q08JS2,7955,D. rerio,10.531477,-0.37195694,17
A0A0R4IJJ5,7955,D. rerio,7.997979,4.970459,14
I3ISF3,7955,D. rerio,9.716633,6.905493,9
E7FFQ3,7955,D. rerio,11.123242,9.738935,6
E9QHW5,7955,D. rerio,7.7177796,4.8492637,8
A4JYG5,7955,D. rerio,8.508153,4.8208604,1
Q7ZZW4,7955,D. rerio,11.020424,10.260606,15
E9QHH8,7955,D. rerio,11.26819,9.162805,15
A8C984,7955,D. rerio,10.256459,7.3610334,6
Q5PR62,7955,D. rerio,9.601748,9.259152,15
Q5BLE8,7955,D. rerio,9.829644,14.056946,3
F6PC65,7955,D. rerio,10.689556,3.5147934,16
Q0P4A5,7955,D. rerio,11.060587,9.567243,15
D3KYK8,7955,D. rerio,11.12492,12.0767565,11
A0A0G2KI51,7955,D. rerio,7.893703,4.643075,8
A0PJQ1,7955,D. rerio,11.827257,6.3714976,5
O42362,7955,D. rerio,8.328176,5.1372075,6
F1QDR1,7955,D. rerio,11.677036,12.207984,3
Q4V9B9,7955,D. rerio,12.76779,9.31436,6
F1R251,7955,D. rerio,6.8278055,3.9936671,8
A0A161VUG4,7955,D. rerio,8.236681,5.3262396,8
A2BIC5,7955,D. rerio,12.221624,7.7470164,9
F1R452,7955,D. rerio,10.524828,14.272431,11
A0A2R8QP40,7955,D. rerio,11.516038,6.442732,5
Q6V7J8,7955,D. rerio,7.8326907,15.159083,0
A0A0R4IH97,7955,D. rerio,11.622235,7.4774647,5
F1R4F4,7955,D. rerio,10.683193,3.5292704,14
O57585,7955,D. rerio,10.389954,-0.52862483,17
Q6ELZ9,7955,D. rerio,10.746731,7.414838,4
A0A2R8Q0M3,7955,D. rerio,11.048118,13.082213,3
Q6DC02,7955,D. rerio,9.966203,10.040629,14
Q6GQN0,7955,D. rerio,10.982586,8.707717,15
Q90421,7955,D. rerio,12.594969,8.390609,6
B3DJE0,7955,D. rerio,11.537342,6.8441043,5
Q90468,7955,D. rerio,11.7830305,7.14859,5
B2KTE5,7955,D. rerio,11.158234,6.7371106,5
F1RCW4,7955,D. rerio,10.879068,13.978063,11
Q1L695,7955,D. rerio,11.563924,7.6525326,5
F6P4J7,7955,D. rerio,9.498064,9.501729,14
F1Q9C4,7955,D. rerio,9.475104,10.521946,14
Q6IQ68,7955,D. rerio,11.772981,10.517727,6
Q5PRB3,7955,D. rerio,11.366452,10.298409,14
Q32LT1,7955,D. rerio,15.263335,14.213678,3
E7FAJ1,7955,D. rerio,11.553137,7.2741313,4
Q5U870,7955,D. rerio,15.1884775,14.186836,2
E9QGS6,7955,D. rerio,9.191172,8.299516,13
Q32PR1,7955,D. rerio,6.373548,5.008758,8
A0A0R4IJL9,7955,D. rerio,9.889679,8.99547,13
B5DDG5,7955,D. rerio,9.081909,7.57678,4
Q503G7,7955,D. rerio,12.59552,9.438027,6
B0V0E4,7955,D. rerio,8.380731,5.7493196,13
U3JB35,7955,D. rerio,10.547539,-0.3538488,17
A0A2R8RYT7,7955,D. rerio,11.697637,9.095249,6
Q6NY58,7955,D. rerio,11.277069,6.801049,13
A0A2R8RVI8,7955,D. rerio,10.599778,11.961171,2
A5WWJ8,7955,D. rerio,6.593805,8.826651,10
A0A2R8QQW1,7955,D. rerio,11.177149,10.033613,15
Q05AQ1,7955,D. rerio,9.138213,4.5116105,1
F1QNG2,7955,D. rerio,9.309916,9.040879,14
A0A2R8RIU9,7955,D. rerio,9.542114,7.7996497,13
A0A0G2KRC3,7955,D. rerio,10.480485,3.3540177,6
Q56E96,7955,D. rerio,8.547816,5.117101,6
A8BB35,7955,D. rerio,8.535236,3.50788,1
A0A2R8QCK8,7955,D. rerio,11.362174,6.291874,5
Q6DHG1,7955,D. rerio,7.8647327,5.1629333,8
F1R7W8,7955,D. rerio,11.4582405,12.020154,3
E7FD27,7955,D. rerio,10.497658,3.3488426,6
Q7SYM7,7955,D. rerio,11.0428295,9.176075,15
Q66L52,7955,D. rerio,10.8014,7.7121344,5
E9QIN8,7955,D. rerio,10.710216,11.726369,6
Q2QKJ9,7955,D. rerio,11.08374,6.5440283,4
A0A0J9YJH5,7955,D. rerio,7.620555,6.1820583,14
Q8QGI4,7955,D. rerio,11.407057,6.0904956,5
Q5PQZ4,7955,D. rerio,9.141011,7.5385375,13
Q5BJ06,7955,D. rerio,9.065059,4.926734,1
E9QF94,7955,D. rerio,15.265729,11.262899,6
A0A2R8QME5,7955,D. rerio,7.8748593,2.3660834,6
Q8AVZ9,7955,D. rerio,12.888428,3.7687888,3
Q9IAT0,7955,D. rerio,11.669786,6.1766686,5
A0A2R8QA47,7955,D. rerio,8.508663,3.4638107,1
B0V1P1,7955,D. rerio,10.467743,-0.43774977,17
A0A2R8QQU7,7955,D. rerio,11.3379755,11.9324045,3
F1R0I7,7955,D. rerio,7.8133383,5.1552525,8
A2BG85,7955,D. rerio,9.179578,3.0045109,8
Q6NUY5,7955,D. rerio,11.630439,9.550666,6
B8JME8,7955,D. rerio,8.064998,5.2708993,14
A2CEA2,7955,D. rerio,9.140247,7.5209723,4
P0CF95,7955,D. rerio,11.20281,8.718149,4
A0A2R8QLK7,7955,D. rerio,10.446022,9.044671,15
X1WH03,7955,D. rerio,8.786016,8.608149,7
Q6DGE4,7955,D. rerio,7.039066,5.3144803,14
Q6IQE5,7955,D. rerio,12.074927,11.980807,11
A0A0R4IXP1,7955,D. rerio,10.315925,9.832494,14
B5DDC5,7955,D. rerio,13.827385,11.471025,6
F1QDE6,7955,D. rerio,10.210617,12.713344,2
A0A2R8QBL5,7955,D. rerio,11.118853,10.954629,2
Q804R9,7955,D. rerio,6.2037215,8.882864,10
A0A286YAE3,7955,D. rerio,8.247789,7.7169366,15
E7FFP2,7955,D. rerio,10.5640135,7.328007,5
A7MCK8,7955,D. rerio,9.408101,12.222704,14
E7F632,7955,D. rerio,10.324641,10.81214,14
Q566W8,7955,D. rerio,11.263303,10.983181,3
A8KBN1,7955,D. rerio,10.076676,7.892992,9
Q7ZUH9,7955,D. rerio,10.24063,3.034904,11
U3JA59,7955,D. rerio,11.563675,6.4957614,5
A2BIA5,7955,D. rerio,10.04025,9.220943,15
Q7ZVR3,7955,D. rerio,5.0155783,21.963396,3
Q697I0,7955,D. rerio,11.37148,9.219415,11
A0A0R4IMA3,7955,D. rerio,12.603425,2.5317125,19
G2ZGB0,7955,D. rerio,10.845673,7.1431193,5
Q5RIF2,7955,D. rerio,10.87144,12.87405,3
Q6DHQ1,7955,D. rerio,10.508351,3.4427857,6
Q6PFL2,7955,D. rerio,8.028532,4.4011936,1
Q7SY42,7955,D. rerio,11.826646,9.283817,14
F1QEP4,7955,D. rerio,7.945409,14.869296,18
E7FAG6,7955,D. rerio,9.837285,5.42475,1
A4JYE1,7955,D. rerio,8.541898,4.5010924,11
A0A0J9YJE5,7955,D. rerio,8.73687,4.629685,1
U3JB32,7955,D. rerio,6.6045694,4.4926214,8
F1R4A0,7955,D. rerio,11.599842,7.998076,9
B0R0F2,7955,D. rerio,9.107909,13.674824,2
Q1LYF8,7955,D. rerio,11.028305,9.895026,14
Q588C6,7955,D. rerio,12.389794,11.297958,11
Q0PJT8,7955,D. rerio,9.189039,3.0522175,1
Q6PEH5,7955,D. rerio,11.796695,12.806771,2
Q4VBU7,7955,D. rerio,8.775266,10.696336,15
Q4V8U3,7955,D. rerio,9.051494,14.1563425,3
A0A0G2KXP0,7955,D. rerio,11.451851,9.210035,6
A0A0R4IH26,7955,D. rerio,11.338795,11.88938,2
F1R9R1,7955,D. rerio,6.392405,4.5688305,8
Q9I8P3,7955,D. rerio,8.391448,6.3233666,4
Q9I9B4,7955,D. rerio,11.380083,7.1816835,5
A0MQ61,7955,D. rerio,8.926138,14.675842,18
F1QLP1,7955,D. rerio,10.733211,13.8573475,6
Q7SXR7,7955,D. rerio,12.183366,9.884003,11
A0A2R8QDW0,7955,D. rerio,11.114925,7.8103185,9
A0A0R4ISZ8,7955,D. rerio,11.291992,12.391973,11
Q5RGQ2,7955,D. rerio,11.122606,12.704953,6
A0A0G2L9X9,7955,D. rerio,11.217131,8.810706,6
F1RAB7,7955,D. rerio,11.590334,6.304828,5
Q08BJ1,7955,D. rerio,7.5812955,4.9871316,8
F1QLX9,7955,D. rerio,9.0935755,5.0836945,1
A0A0R4IJ89,7955,D. rerio,8.579031,10.125313,14
Q9DDE3,7955,D. rerio,6.4140015,4.5353713,8
A4VAK2,7955,D. rerio,12.353258,7.8716984,11
B3DK56,7955,D. rerio,11.515557,9.470949,6
Q6UFS5,7955,D. rerio,11.623009,6.2741423,5
Q9IAA9,7955,D. rerio,9.105372,9.683757,14
A0A0R4IIP2,7955,D. rerio,9.71694,9.928378,14
Q6YLA3,7955,D. rerio,11.828131,10.57737,6
Q90Z70,7955,D. rerio,11.670051,6.6705303,5
A1L1S7,7955,D. rerio,11.423499,11.005026,6
A0A2R8Q6Q1,7955,D. rerio,9.66284,13.595782,2
Q1JQ21,7955,D. rerio,10.631297,3.5576773,14
F1QC44,7955,D. rerio,11.464572,6.3774514,5
F1QGG3,7955,D. rerio,10.281933,12.121172,2
F1R175,7955,D. rerio,7.781318,5.0090923,8
C6GHV6,7955,D. rerio,12.47319,11.513911,11
F8W331,7955,D. rerio,11.6545315,12.59275,3
Q5XJ12,7955,D. rerio,9.386354,13.184948,3
A2BFT4,7955,D. rerio,11.818905,10.719538,1
Q6TEL4,7955,D. rerio,10.035984,10.822598,15
Q1LWJ6,7955,D. rerio,7.0639606,9.792989,7
B8A5T9,7955,D. rerio,11.289935,6.4356585,5
A4FUL1,7955,D. rerio,7.693417,4.9518943,1
B0S7W7,7955,D. rerio,11.092167,3.3023293,16
Q330P5,7955,D. rerio,7.5457444,7.06999,7
R4GDZ6,7955,D. rerio,6.543067,8.8771305,10
B3DFP6,7955,D. rerio,7.626511,5.026178,1
F8W2Q6,7955,D. rerio,9.214196,7.425157,5
A0A0G2KD98,7955,D. rerio,12.393124,9.377018,6
A1L240,7955,D. rerio,11.283678,9.824958,6
Q6NWF3,7955,D. rerio,11.715744,11.819342,11
B8A5N7,7955,D. rerio,11.377096,8.367942,4
F1QHM9,7955,D. rerio,10.114879,12.68096,2
Q568I3,7955,D. rerio,11.281263,12.278166,3
Q6DEG0,7955,D. rerio,11.85075,10.134996,6
A0A286YBK1,7955,D. rerio,10.466251,-0.44081488,17
F1QLG1,7955,D. rerio,12.421309,11.771893,11
A0A0R4IFH8,7955,D. rerio,9.163196,13.113353,2
X1WBR0,7955,D. rerio,11.115294,7.955914,5
F1RC58,7955,D. rerio,8.567439,5.1064715,6
F8W290,7955,D. rerio,11.00112,12.286215,2
P83238,7955,D. rerio,7.209547,10.168689,7
A5PMX8,7955,D. rerio,8.195462,8.068533,13
A8KC60,7955,D. rerio,10.615744,12.976121,3
Q5BJ08,7955,D. rerio,11.140037,6.5711803,5
Q7T3E6,7955,D. rerio,12.454766,10.10207,6
F1QXE3,7955,D. rerio,10.982515,7.931229,5
Q7SXK3,7955,D. rerio,9.057229,14.82743,3
Q6PHV3,7955,D. rerio,7.5366745,7.0278907,7
A8BBF9,7955,D. rerio,8.534139,3.446009,1
F1R937,7955,D. rerio,8.505999,3.5388756,1
F1QLM9,7955,D. rerio,8.895926,14.805933,3
B7ZVN5,7955,D. rerio,12.041137,6.9573264,5
A0A2R9YJK7,7955,D. rerio,10.215395,8.05906,15
B6E524,7955,D. rerio,7.6518307,5.335393,8
Q8UVZ0,7955,D. rerio,11.392286,6.5525327,5
Q071E0,7955,D. rerio,10.963318,8.1303625,4
Q7ZTW2,7955,D. rerio,7.2800083,10.678795,7
A0T2N3,7955,D. rerio,10.254157,-0.67495906,17
Q7T2J0,7955,D. rerio,10.635636,14.020006,3
A9JRN4,7955,D. rerio,11.363992,6.315286,5
A8KBL6,7955,D. rerio,8.500479,4.84569,8
B0S8G3,7955,D. rerio,6.0132422,5.71379,8
Q6TV19,7955,D. rerio,11.188362,11.402485,2
A0A2R8QGQ2,7955,D. rerio,9.071874,5.0847855,4
A0A2R8QRE0,7955,D. rerio,10.639546,2.5782638,17
Q6W2J8,7955,D. rerio,9.51212,10.271532,8
Q6NW77,7955,D. rerio,10.624692,8.8393545,15
Q4KMJ0,7955,D. rerio,10.653583,7.703243,4
A0A0R4IAE9,7955,D. rerio,7.897239,11.872311,15
Q499A3,7955,D. rerio,10.744247,6.2623997,1
G3KFL5,7955,D. rerio,10.859621,9.058715,15
A0A2R8QFJ1,7955,D. rerio,11.131475,9.557566,15
B8JJL3,7955,D. rerio,11.438387,7.576797,4
F1QJX5,7955,D. rerio,11.278185,11.558633,2
Q29RF4,7955,D. rerio,10.677598,10.444565,14
Q90449,7955,D. rerio,10.409484,3.5123243,16
Q6PBW9,7955,D. rerio,9.333584,15.047758,3
A8WGN3,7955,D. rerio,11.789037,10.276066,6
B1Q3I5,7955,D. rerio,7.87585,2.3611948,6
A5LHA8,7955,D. rerio,11.460114,2.9254012,16
U3JB41,7955,D. rerio,7.6422644,7.2214236,13
F1QKS8,7955,D. rerio,11.405623,3.399847,16
Q7ZUI7,7955,D. rerio,6.926696,9.676461,7
Q4V965,7955,D. rerio,8.567272,5.101714,6
Q5TLZ1,7955,D. rerio,8.317118,6.564964,13
Q803E5,7955,D. rerio,12.209024,11.857276,11
A0A2R8PVH1,7955,D. rerio,10.906101,12.206414,2
Q66HZ3,7955,D. rerio,10.94813,3.044349,19
B3DJJ9,7955,D. rerio,10.67008,7.326463,9
Q7T3X9,7955,D. rerio,10.668858,10.774712,6
A0A2R8QQM8,7955,D. rerio,8.854983,9.92676,14
A0A0B5JS61,7955,D. rerio,7.619845,5.0419536,8
A0A0B4P508,7955,D. rerio,6.8168025,9.117386,10
A2CE73,7955,D. rerio,11.699999,7.9208236,9
E9QET2,7955,D. rerio,6.9484153,9.656658,7
Q58EE8,7955,D. rerio,9.855583,13.851815,3
B8JK21,7955,D. rerio,12.067216,11.105299,11
E7FF76,7955,D. rerio,9.802107,2.8656862,17
E9QIU2,7955,D. rerio,11.337188,6.361491,4
F1QRV7,7955,D. rerio,11.613526,6.2946043,5
Q4ZGL0,7955,D. rerio,11.184689,7.7652307,9
Q6DRK4,7955,D. rerio,11.027901,12.820605,11
B3DGP6,7955,D. rerio,9.0393915,4.766545,1
Q69DB5,7955,D. rerio,7.62652,5.026741,8
Q6DRK9,7955,D. rerio,9.567032,8.637904,15
Q0PIA1,7955,D. rerio,8.43679,6.3431087,4
Q5BL27,7955,D. rerio,11.361956,6.498605,5
O93596,7955,D. rerio,12.221369,10.222111,6
A7E285,7955,D. rerio,11.289016,12.362724,11
Q8JH28,7955,D. rerio,6.030816,5.684015,11
Q7SXE7,7955,D. rerio,6.813094,3.9343162,11
U3PYP4,7955,D. rerio,6.076168,8.838877,10
F6PBX5,7955,D. rerio,12.087873,6.972472,5
A0A2R8Q454,7955,D. rerio,10.132103,7.769454,13
A7MD83,7955,D. rerio,9.634749,9.124935,14
A2BGT0,7955,D. rerio,11.578215,10.275939,14
F1RE65,7955,D. rerio,12.267071,7.6591697,9
Q9W6A8,7955,D. rerio,10.337311,-0.58903337,17
E9QCQ5,7955,D. rerio,6.288739,8.887992,10
Q5RGB0,7955,D. rerio,10.570578,3.6779141,14
B7ZV11,7955,D. rerio,10.855195,10.063728,6
Q6P125,7955,D. rerio,13.766337,11.424608,2
F6NJ65,7955,D. rerio,10.603146,6.568321,4
A1L2F3,7955,D. rerio,10.267446,7.623856,13
Q90YN0,7955,D. rerio,11.384806,6.7016544,5
Q9YI49,7955,D. rerio,9.912646,2.9971051,17
F8W533,7955,D. rerio,7.1575136,8.866663,10
Q7T384,7955,D. rerio,10.806176,2.4561853,19
A0A2R8QHK1,7955,D. rerio,11.8413315,7.8609567,9
Q58EK5,7955,D. rerio,11.93123,6.403896,5
Q7SXN1,7955,D. rerio,9.32175,13.87353,2
Q1LVF3,7955,D. rerio,9.790103,12.420502,2
Q5RHT8,7955,D. rerio,11.909525,9.561046,6
X1WDF7,7955,D. rerio,11.689312,6.2854137,5
Q6NY90,7955,D. rerio,11.045076,11.825572,6
A2ATX5,7955,D. rerio,16.794346,17.42779,15
A0A2R8RTF4,7955,D. rerio,7.7268023,4.3792787,8
Q5GA13,7955,D. rerio,11.903311,11.59512,11
Q6DHH8,7955,D. rerio,11.02824,13.084344,3
A0A1L1QZC2,7955,D. rerio,11.150775,9.819725,15
Q7ZVK8,7955,D. rerio,13.843041,9.695003,11
Q801V8,7955,D. rerio,8.50562,4.829818,1
O73862,7955,D. rerio,11.719431,6.386257,5
Q68EL8,7955,D. rerio,10.21946,9.1582155,15
A0A0A1GU50,7955,D. rerio,12.335217,9.455483,6
