dataset,source_label,group,group_normalized,gene,n_cells,pct_expressing,mean_expression,score,rank_within_dataset_label_gene
Tabula Sapiens,cell_type,eye photoreceptor cell,eye photoreceptor cell,ADORA1,1536,0.5208333333333333,0.004111807327717543,0.0021371754945105933,59
Tabula Sapiens,cell_type,mural cell,mural cell,ADORA1,618,0.48543689320388345,0.004407932981848717,0.002135071116378811,60
Tabula Sapiens,cell_type,myeloid dendritic cell,myeloid dendritic cell,ADORA1,571,0.5253940455341506,0.0032365380320698023,0.0016977119351644023,61
Tabula Sapiens,cell_type,monocyte,monocyte,ADORA1,25753,0.5280938143128956,0.003052037674933672,0.001609307630736144,62
Tabula Sapiens,cell_type,thymocyte,thymocyte,ADORA1,455,0.43956043956043955,0.0036513223312795162,0.0016020538181334921,63
Tabula Sapiens,cell_type,granulocyte,granulocyte,ADORA1,769,0.3901170351105332,0.003984552342444658,0.0015513530707673877,64
Tabula Sapiens,cell_type,ionocyte,ionocyte,ADORA1,160,0.625,0.0024539008736610413,0.0015318093595992999,65
Tabula Sapiens,cell_type,non-classical monocyte,non-classical monocyte,ADORA1,1284,0.46728971962616817,0.0032060539815574884,0.0014957596023000826,66
Tabula Sapiens,cell_type,retinal blood vessel endothelial cell,retinal blood vessel endothelial cell,ADORA1,2091,0.47824007651841227,0.0030099598225206137,0.0014373213595979806,67
Tabula Sapiens,cell_type,vascular associated smooth muscle cell,vascular associated smooth muscle cell,ADORA1,5019,0.35863717872086076,0.003412701888009906,0.0012218380762056052,68
Tabula Sapiens,cell_type,common myeloid progenitor,common myeloid progenitor,ADORA1,456,0.8771929824561403,0.0013894494622945786,0.0012179693601778627,69
Tabula Sapiens,cell_type,epithelial cell,epithelial cell,ADORA1,1675,0.3582089552238806,0.003321181982755661,0.0011877059243082814,70
Tabula Sapiens,cell_type,ovarian surface epithelial cell,ovarian surface epithelial cell,ADORA1,241,0.8298755186721992,0.0013628659071400762,0.0011302390442617424,71
Tabula Sapiens,cell_type,mononuclear phagocyte,mononuclear phagocyte,ADORA1,5336,0.4122938530734633,0.002705504884943366,0.001113956804307994,72
Tabula Sapiens,cell_type,myoepithelial cell,myoepithelial cell,ADORA1,486,0.411522633744856,0.0026938370428979397,0.0011070844308348911,73
Tabula Sapiens,cell_type,multiciliated columnar cell of tracheobronchial tree,multiciliated columnar cell of tracheobronchial tree,ADORA1,713,0.5610098176718092,0.001910584163852036,0.0010708338397518735,74
Tabula Sapiens,cell_type,skeletal muscle satellite stem cell,skeletal muscle satellite stem cell,ADORA1,6170,0.4376012965964344,0.002328377217054367,0.0010177165344003637,75
Tabula Sapiens,cell_type,mast cell,mast cell,ADORA1,6222,0.35358405657344905,0.00219121016561985,0.0007739293675394036,76
Tabula Sapiens,cell_type,small intestine goblet cell,small intestine goblet cell,ADORA1,2044,0.3424657534246575,0.001942712115123868,0.0006646669487683266,77
Tabula Sapiens,cell_type,endothelial cell,endothelial cell,ADORA1,33703,0.34121591549713676,0.0019457791931927204,0.0006632857340367546,78
Tabula Sapiens,cell_type,platelet,platelet,ADORA1,494,0.20242914979757085,0.002975581446662545,0.000601450033735725,79
Tabula Sapiens,cell_type,smooth muscle cell,smooth muscle cell,ADORA1,18425,0.33649932157394846,0.0016967657720670104,0.0005704766852653285,80
Tabula Sapiens,cell_type,enterocyte of epithelium proper of small intestine,enterocyte of epithelium proper of small intestine,ADORA1,1415,0.49469964664310956,0.001114886486902833,0.00055122673056625,81
Tabula Sapiens,cell_type,intermediate monocyte,intermediate monocyte,ADORA1,5478,0.3103322380430814,0.0015525036724284291,0.0004814183339896708,82
Tabula Sapiens,cell_type,muscle cell,muscle cell,ADORA1,406,0.24630541871921183,0.001819085911847651,0.00044764368936777273,83
Tabula Sapiens,cell_type,neutrophil,neutrophil,ADORA1,69539,0.19844979076489452,0.002046722685918212,0.0004057565946611967,84
Tabula Sapiens,cell_type,blood vessel smooth muscle cell,blood vessel smooth muscle cell,ADORA1,6642,0.22583559168925021,0.001678942353464663,0.00037884699758999565,85
Tabula Sapiens,cell_type,BEST4+ enterocyte,best4+ enterocyte,ADORA1,1970,0.20304568527918782,0.001833984162658453,0.00037204151615847874,86
Tabula Sapiens,cell_type,enterocyte of epithelium proper of duodenum,enterocyte of epithelium proper of duodenum,ADORA1,13495,0.2667654686921082,0.0011171859223395586,0.0002978602744991568,87
Tabula Sapiens,cell_type,regulatory T cell,regulatory t cell,ADORA1,2649,0.1887504718761797,0.0015504710609093308,0.0002924255042723178,88
Tabula Sapiens,cell_type,enterocyte of epithelium of large intestine,enterocyte of epithelium of large intestine,ADORA1,4567,0.41602802715130277,0.0006406800821423531,0.00026645552334696133,89
Tabula Sapiens,cell_type,"activated CD4-positive, alpha-beta T cell","activated cd4-positive, alpha-beta t cell",ADORA1,572,0.17482517482517482,0.0014299615286290646,0.00024981470406560953,90
Tabula Sapiens,cell_type,innate lymphoid cell,innate lymphoid cell,ADORA1,971,0.20597322348094746,0.0011333838338032365,0.0002333145291932358,91
Tabula Sapiens,cell_type,pericyte,pericyte,ADORA1,10888,0.1928728875826598,0.0011900311801582575,0.00022938828747834486,92
Tabula Sapiens,cell_type,classical monocyte,classical monocyte,ADORA1,18200,0.20879120879120883,0.001070515252649784,0.0002233946212782844,93
Tabula Sapiens,cell_type,respiratory tract goblet cell,respiratory tract goblet cell,ADORA1,1040,0.19230769230769232,0.001042004325427115,0.00020028111841389538,94
Tabula Sapiens,cell_type,thymic fibroblast type 2,thymic fibroblast type 2,ADORA1,4205,0.1902497027348395,0.0010084551759064198,0.00019176162218071053,95
Tabula Sapiens,cell_type,T cell,t cell,ADORA1,6290,0.14308426073131955,0.0012827335158362985,0.00018342136159879045,96
Tabula Sapiens,cell_type,stratified squamous epithelial cell,stratified squamous epithelial cell,ADORA1,12323,0.210987584192161,0.0008039225358515978,0.0001695495305005739,97
Tabula Sapiens,cell_type,spermatid,spermatid,ADORA1,4009,0.1746071339486156,0.000930172682274133,0.00016233929603947452,98
Tabula Sapiens,cell_type,mesenchymal stem cell,mesenchymal stem cell,ADORA1,23499,0.14468700795778544,0.0011139576090499759,0.00016108548889055233,99
Tabula Sapiens,cell_type,hepatocyte,hepatocyte,ADORA1,7414,0.18883193957377933,0.0007510223076678813,0.0001417637718033839,100
Tabula Sapiens,cell_type,basal cell of prostate epithelium,basal cell of prostate epithelium,ADORA1,3495,0.17167381974248927,0.0007504324312321842,0.00012878128714238763,101
Tabula Sapiens,cell_type,conjunctival epithelial cell,conjunctival epithelial cell,ADORA1,11087,0.1262740146117074,0.0007864089566282928,9.926399014831374e-05,102
Tabula Sapiens,cell_type,basal cell,basal cell,ADORA1,33526,0.14317246316291832,0.0006904685869812965,9.88219755245645e-05,103
Tabula Sapiens,cell_type,pulmonary alveolar type 1 cell,pulmonary alveolar type 1 cell,ADORA1,3116,0.09627727856225932,0.0008288073004223406,7.976226212859753e-05,104
Tabula Sapiens,cell_type,vein endothelial cell,vein endothelial cell,ADORA1,4698,0.14899957428693061,0.00047921561053954065,7.138581872849477e-05,105
Tabula Sapiens,cell_type,"activated CD8-positive, alpha-beta T cell","activated cd8-positive, alpha-beta t cell",ADORA1,1147,0.08718395815170009,0.0007822603220120072,6.817388978865932e-05,106
Tabula Sapiens,cell_type,natural killer cell,natural killer cell,ADORA1,14231,0.08432295692502284,0.000733491440769285,6.182749496664673e-05,107
Tabula Sapiens,cell_type,erythroid progenitor cell,erythroid progenitor cell,ADORA1,971,0.20597322348094746,0.0002929024340119213,6.032122481325831e-05,108
Tabula Sapiens,cell_type,club cell,club cell,ADORA1,1747,0.11448196908986834,0.0005255746655166149,6.01530165456178e-05,109
Tabula Sapiens,cell_type,paneth cell of epithelium of small intestine,paneth cell of epithelium of small intestine,ADORA1,1853,0.26983270372369134,0.00015496599371545017,4.181165346092195e-05,110
Tabula Sapiens,cell_type,lung multiciliated epithelial cell,lung multiciliated epithelial cell,ADORA1,1209,0.0827129859387924,0.0004832822596654296,3.996406256459545e-05,111
Tabula Sapiens,cell_type,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,ADORA1,2438,0.08203445447087777,0.0004796345310751349,3.933712413454221e-05,112
Tabula Sapiens,cell_type,capillary endothelial cell,capillary endothelial cell,ADORA1,15298,0.08497842855275199,0.0004534651234280318,3.852601914940726e-05,113
Tabula Sapiens,cell_type,endothelial cell of artery,endothelial cell of artery,ADORA1,3471,0.08643042350907519,0.00039433251367881894,3.407560804204207e-05,114
Tabula Sapiens,cell_type,large intestine goblet cell,large intestine goblet cell,ADORA1,1557,0.06422607578676942,0.0004896101308986545,3.143804180905297e-05,115
Tabula Sapiens,cell_type,plasma cell,plasma cell,ADORA1,27349,0.091411020512633,0.00033125243498943746,3.027510905467233e-05,116
Tabula Sapiens,cell_type,bladder urothelial cell,bladder urothelial cell,ADORA1,27241,0.07708968099555816,0.0003313378256279975,2.553849657806731e-05,117
Tabula Sapiens,cell_type,"CD8-positive, alpha-beta T cell","cd8-positive, alpha-beta t cell",ADORA1,76277,0.05637348086579178,0.0004411762347444892,2.4865155473193093e-05,118
Tabula Sapiens,cell_type,enterocyte of epithelium proper of ileum,enterocyte of epithelium proper of ileum,ADORA1,6477,0.0771962328238382,0.0002179400180466473,1.6822315313487044e-05,119
Tabula Sapiens,cell_type,B cell,b cell,ADORA1,114495,0.049783833355168346,0.00033579731825739145,1.6714471552910356e-05,120
Tabula Sapiens,cell_type,"CD4-positive, alpha-beta thymocyte","cd4-positive, alpha-beta thymocyte",ADORA1,4685,0.042689434364994665,0.0003360880946274847,1.4345000199569725e-05,121
Tabula Sapiens,cell_type,"CD4-positive, alpha-beta T cell","cd4-positive, alpha-beta t cell",ADORA1,97130,0.04735920930711418,0.00029489470762200654,1.3963921339760801e-05,122
Tabula Sapiens,cell_type,luminal cell of prostate epithelium,luminal cell of prostate epithelium,ADORA1,10652,0.04693954187007135,0.00026923720724880695,1.2636170175373609e-05,123
Tabula Sapiens,cell_type,mature NK T cell,mature nk t cell,ADORA1,5394,0.03707823507601038,0.00027260626666247845,1.0106381769581869e-05,124
Tabula Sapiens,cell_type,stromal cell of ovary,stromal cell of ovary,ADORA1,35003,0.03142587778190441,0.0003213951422367245,1.0098501741840198e-05,125
Tabula Sapiens,cell_type,erythrocyte,erythrocyte,ADORA1,14611,0.03422079255355554,0.0002873757330235094,9.832812556525777e-06,126
Tabula Sapiens,cell_type,"naive thymus-derived CD4-positive, alpha-beta T cell","naive thymus-derived cd4-positive, alpha-beta t cell",ADORA1,9827,0.010176045588684237,0.00010135072079719976,1.0312972947989633e-06,127
Tabula Sapiens,cell_type,theca cell,theca cell,ADORA1,1038,0.09633911368015415,2.166094191125012e-06,2.086793685112117e-07,128
Tabula Sapiens,cell_type,hematopoietic stem cell,hematopoietic stem cell,ADORA1,858,0.0,0.0,0.0,129
Tabula Sapiens,cell_type,ciliated epithelial cell,ciliated epithelial cell,ADORA1,320,0.0,0.0,0.0,130
Tabula Sapiens,cell_type,slow muscle cell,slow muscle cell,ADORA1,174,0.0,0.0,0.0,131
Tabula Sapiens,cell_type,tendon cell,tendon cell,ADORA1,420,0.0,0.0,0.0,132
Tabula Sapiens,cell_type,Langerhans cell,langerhans cell,ADORA1,76,0.0,0.0,0.0,133
Tabula Sapiens,cell_type,neuron,neuron,ADORA1,82,0.0,0.0,0.0,134
Tabula Sapiens,cell_type,corneal epithelial cell,corneal epithelial cell,ADORA1,4187,0.0,0.0,0.0,135
Tabula Sapiens,cell_type,hepatic stellate cell,hepatic stellate cell,ADORA1,223,0.0,0.0,0.0,136
Tabula Sapiens,cell_type,myeloid cell,myeloid cell,ADORA1,81,0.0,0.0,0.0,137
Tabula Sapiens,cell_type,gamma-delta T cell,gamma-delta t cell,ADORA1,1977,0.0,0.0,0.0,138
Tabula Sapiens,cell_type,"CD8-positive, alpha-beta thymocyte","cd8-positive, alpha-beta thymocyte",ADORA1,731,0.0,0.0,0.0,139
Tabula Sapiens,cell_type,"naive thymus-derived CD8-positive, alpha-beta T cell","naive thymus-derived cd8-positive, alpha-beta t cell",ADORA1,1056,0.0,0.0,0.0,140
Tabula Sapiens,cell_type,interstitial cell of Cajal,interstitial cell of cajal,ADORA1,71,0.0,0.0,0.0,141
Tabula Sapiens,cell_type,myometrial cell,myometrial cell,ADORA1,917,0.0,0.0,0.0,142
Tabula Sapiens,cell_type,Schwann cell,schwann cell,ADORA1,318,0.0,0.0,0.0,143
Tabula Sapiens,cell_type,enteroendocrine cell of small intestine,enteroendocrine cell of small intestine,ADORA1,264,0.0,0.0,0.0,144
Tabula Sapiens,cell_type,paneth cell of colon,paneth cell of colon,ADORA1,217,0.0,0.0,0.0,145
Tabula Sapiens,cell_type,transit amplifying cell of colon,transit amplifying cell of colon,ADORA1,237,0.0,0.0,0.0,146
Tabula Sapiens,cell_type,intestinal crypt stem cell of small intestine,intestinal crypt stem cell of small intestine,ADORA1,587,0.0,0.0,0.0,147
Tabula Sapiens,cell_type,tuft cell of colon,tuft cell of colon,ADORA1,178,0.0,0.0,0.0,148
Tabula Sapiens,cell_type,intestinal crypt stem cell of colon,intestinal crypt stem cell of colon,ADORA1,1732,0.0,0.0,0.0,149
Tabula Sapiens,cell_type,intestinal tuft cell,intestinal tuft cell,ADORA1,448,0.0,0.0,0.0,150
Tabula Sapiens,cell_type,serous cell of epithelium of trachea,serous cell of epithelium of trachea,ADORA1,326,0.0,0.0,0.0,151
Tabula Sapiens,cell_type,enterocyte of epithelium proper of jejunum,enterocyte of epithelium proper of jejunum,ADORA1,405,0.0,0.0,0.0,152
Tabula Sapiens,cell_type,endothelial cell of arteriole,endothelial cell of arteriole,ADORA1,132,0.0,0.0,0.0,153
Tabula Sapiens,cell_type,endothelial cell of venule,endothelial cell of venule,ADORA1,52,0.0,0.0,0.0,154
Tabula Sapiens,cell_type,colon endothelial cell,colon endothelial cell,ADORA1,348,0.0,0.0,0.0,155
Tabula Sapiens,cell_type,enteroglial cell,enteroglial cell,ADORA1,990,0.0,0.0,0.0,156
Tabula Sapiens,cell_type,"CD4-positive, alpha-beta thymocyte","cd4-positive, alpha-beta thymocyte",ADORA2A,4685,3.073639274279616,0.030512705445289612,0.09238268722783848,1
Tabula Sapiens,cell_type,myeloid cell,myeloid cell,ADORA2A,81,6.172839506172839,0.010975448414683342,0.06738058819237527,2
Tabula Sapiens,cell_type,thymocyte,thymocyte,ADORA2A,455,1.7582417582417582,0.020575951784849167,0.035810332394002525,3
Tabula Sapiens,cell_type,leukocyte,leukocyte,ADORA2A,201,5.472636815920398,0.004490702413022518,0.024520966289659364,4
Tabula Sapiens,cell_type,sebocyte,sebocyte,ADORA2A,135,3.7037037037037033,0.005010885652154684,0.01851249239651902,5
Tabula Sapiens,cell_type,regulatory T cell,regulatory t cell,ADORA2A,2649,1.3212533031332578,0.01299776416271925,0.01706268909738572,6
Tabula Sapiens,cell_type,plasma cell,plasma cell,ADORA2A,27349,2.2487111046107717,0.006382290739566088,0.014306322910833271,7
Tabula Sapiens,cell_type,"naive thymus-derived CD4-positive, alpha-beta T cell","naive thymus-derived cd4-positive, alpha-beta t cell",ADORA2A,9827,1.0074285132797396,0.008772410452365875,0.008799038214004915,8
Tabula Sapiens,cell_type,retinal bipolar neuron,retinal bipolar neuron,ADORA2A,61,1.639344262295082,0.004720748867839575,0.007720723077450908,9
Tabula Sapiens,cell_type,"CD8-positive, alpha-beta thymocyte","cd8-positive, alpha-beta thymocyte",ADORA2A,731,0.8207934336525308,0.006593251600861549,0.005393935309914628,10
Tabula Sapiens,cell_type,innate lymphoid cell,innate lymphoid cell,ADORA2A,971,1.132852729145211,0.004711805377155542,0.005325245649224605,11
Tabula Sapiens,cell_type,enterocyte of epithelium proper of small intestine,enterocyte of epithelium proper of small intestine,ADORA2A,1415,1.2014134275618376,0.004418326076120138,0.005296543943525896,12
Tabula Sapiens,cell_type,"naive thymus-derived CD8-positive, alpha-beta T cell","naive thymus-derived cd8-positive, alpha-beta t cell",ADORA2A,1056,0.5681818181818182,0.005238588899374008,0.0029687018327238406,13
Tabula Sapiens,cell_type,"CD4-positive, alpha-beta T cell","cd4-positive, alpha-beta t cell",ADORA2A,97130,0.5415422629465665,0.0052399951964616776,0.0028302700149915967,14
Tabula Sapiens,cell_type,myeloid dendritic cell,myeloid dendritic cell,ADORA2A,571,1.926444833625219,0.0014213962713256478,0.0027362972824189,15
Tabula Sapiens,cell_type,neutrophil,neutrophil,ADORA2A,69539,0.4903723090639785,0.0052465167827904224,0.0025660210836018988,16
Tabula Sapiens,cell_type,granulocyte,granulocyte,ADORA2A,769,0.5201560468140443,0.004593194462358952,0.002383707638672258,17
Tabula Sapiens,cell_type,"CD8-positive, alpha-beta T cell","cd8-positive, alpha-beta t cell",ADORA2A,76277,0.49687323832872293,0.004807236138731241,0.00238286407043282,18
Tabula Sapiens,cell_type,microglial cell,microglial cell,ADORA2A,410,0.975609756097561,0.0019515426829457283,0.0019020886803894545,19
Tabula Sapiens,cell_type,hematopoietic stem cell,hematopoietic stem cell,ADORA2A,858,0.4662004662004662,0.002328484319150448,0.0010842786015968762,20
Tabula Sapiens,cell_type,platelet,platelet,ADORA2A,494,0.6072874493927125,0.001687323790974915,0.0010238270401629486,21
Tabula Sapiens,cell_type,B cell,b cell,ADORA2A,114495,0.3196646141752915,0.0029021420050412416,0.0009263685270637736,22
Tabula Sapiens,cell_type,mesothelial cell,mesothelial cell,ADORA2A,350,0.5714285714285714,0.0015429833438247442,0.0008810252389257877,23
Tabula Sapiens,cell_type,endothelial cell of artery,endothelial cell of artery,ADORA2A,3471,0.34572169403630076,0.001719548017717898,0.0005939745160432457,24
Tabula Sapiens,cell_type,stromal cell,stromal cell,ADORA2A,3458,0.5494505494505495,0.0009700485970824957,0.000532735386808247,25
Tabula Sapiens,cell_type,mature NK T cell,mature nk t cell,ADORA2A,5394,0.2410085279940675,0.0020484786946326494,0.0004931958565070802,26
Tabula Sapiens,cell_type,monocyte,monocyte,ADORA2A,25753,0.29511124917485343,0.0016283432487398386,0.0004801515904280055,27
Tabula Sapiens,cell_type,Langerhans cell,langerhans cell,ADORA2A,76,1.3157894736842104,0.00034547914401628077,0.0004544993155766178,28
Tabula Sapiens,cell_type,pancreatic stellate cell,pancreatic stellate cell,ADORA2A,438,0.228310502283105,0.0015340092359110713,0.0003499620652121698,29
Tabula Sapiens,cell_type,tuft cell of colon,tuft cell of colon,ADORA2A,178,1.1235955056179776,0.0002865169371943921,0.00032188303264640817,30
Tabula Sapiens,cell_type,classical monocyte,classical monocyte,ADORA2A,18200,0.21978021978021978,0.0014532564673572779,0.00031916516750197165,31
Tabula Sapiens,cell_type,ciliated epithelial cell,ciliated epithelial cell,ADORA2A,320,0.3125,0.0009461070294491947,0.0002955186725894028,32
Tabula Sapiens,cell_type,colon endothelial cell,colon endothelial cell,ADORA2A,348,0.28735632183908044,0.0009102424955926836,0.00026144496439999834,33
Tabula Sapiens,cell_type,hepatocyte,hepatocyte,ADORA2A,7414,0.21580793094146208,0.000968747481238097,0.0002089621900672764,34
Tabula Sapiens,cell_type,small intestine goblet cell,small intestine goblet cell,ADORA2A,2044,0.14677103718199608,0.0010762759484350681,0.0001578811906139734,35
Tabula Sapiens,cell_type,smooth muscle cell,smooth muscle cell,ADORA2A,18425,0.2496607869742198,0.0005859641823917627,0.00014624943463282324,36
Tabula Sapiens,cell_type,tracheal goblet cell,tracheal goblet cell,ADORA2A,232,0.43103448275862066,0.00028854492120444775,0.0001243548707434682,37
Tabula Sapiens,cell_type,natural killer cell,natural killer cell,ADORA2A,14231,0.13351134846461948,0.0009152315324172378,0.0001221379123378512,38
Tabula Sapiens,cell_type,macrophage,macrophage,ADORA2A,69072,0.15201528839471856,0.0006465103942900896,9.824770837684116e-05,39
Tabula Sapiens,cell_type,spermatocyte,spermatocyte,ADORA2A,3070,0.2280130293159609,0.00042938944534398615,9.788537421955838e-05,40
Tabula Sapiens,cell_type,endothelial cell,endothelial cell,ADORA2A,33703,0.1780256950419844,0.0005248005618341267,9.3403477823294e-05,41
Tabula Sapiens,cell_type,enterocyte of epithelium of large intestine,enterocyte of epithelium of large intestine,ADORA2A,4567,0.240858331508649,0.0003877444542013109,9.337338095497277e-05,42
Tabula Sapiens,cell_type,hematopoietic precursor cell,hematopoietic precursor cell,ADORA2A,2140,0.14018691588785046,0.0005210970412008464,7.303196036717463e-05,43
Tabula Sapiens,cell_type,common myeloid progenitor,common myeloid progenitor,ADORA2A,456,0.21929824561403508,0.00032726352219469845,7.17565752563188e-05,44
Tabula Sapiens,cell_type,salivary gland cell,salivary gland cell,ADORA2A,850,0.1176470588235294,0.0005109714111313224,6.00989305521101e-05,45
Tabula Sapiens,cell_type,intermediate monocyte,intermediate monocyte,ADORA2A,5478,0.10952902519167579,0.0005306294187903404,5.810390851951438e-05,46
Tabula Sapiens,cell_type,erythroid progenitor cell,erythroid progenitor cell,ADORA2A,971,0.20597322348094746,0.0002751272695604712,5.6661056435372196e-05,47
Tabula Sapiens,cell_type,T cell,t cell,ADORA2A,6290,0.0794912559618442,0.0007072056760080159,5.619679840318059e-05,48
Tabula Sapiens,cell_type,pericyte,pericyte,ADORA2A,10888,0.11939750183688465,0.0004584921116475016,5.4730267003325604e-05,49
Tabula Sapiens,cell_type,BEST4+ enterocyte,best4+ enterocyte,ADORA2A,1970,0.10152284263959391,0.0005012715118937194,5.087775810141897e-05,50
Tabula Sapiens,cell_type,thymic fibroblast type 1,thymic fibroblast type 1,ADORA2A,3270,0.09174311926605505,0.0004628633032552898,4.245469863119783e-05,51
Tabula Sapiens,cell_type,mast cell,mast cell,ADORA2A,6222,0.16072002571520413,0.000256079132668674,4.1151775956942777e-05,52
Tabula Sapiens,cell_type,capillary endothelial cell,capillary endothelial cell,ADORA2A,15298,0.10458883514184861,0.00038360292091965675,4.0112889437014286e-05,53
Tabula Sapiens,cell_type,non-classical monocyte,non-classical monocyte,ADORA2A,1284,0.0778816199376947,0.00046313044731505215,3.6060999650326625e-05,54
Tabula Sapiens,cell_type,respiratory tract goblet cell,respiratory tract goblet cell,ADORA2A,1040,0.09615384615384616,0.00034458813024684787,3.312776667235396e-05,55
Tabula Sapiens,cell_type,retinal blood vessel endothelial cell,retinal blood vessel endothelial cell,ADORA2A,2091,0.09564801530368246,0.0003110379329882562,2.974553521936405e-05,56
Tabula Sapiens,cell_type,vascular associated smooth muscle cell,vascular associated smooth muscle cell,ADORA2A,5019,0.059772863120143446,0.00037700755638070405,2.2530574231250602e-05,57
Tabula Sapiens,cell_type,myofibroblast cell,myofibroblast cell,ADORA2A,4436,0.045085662759242556,0.0004466644022613764,2.013366444598021e-05,58
Tabula Sapiens,cell_type,vein endothelial cell,vein endothelial cell,ADORA2A,4698,0.08514261387824607,0.00022880700998939574,1.9478998523429955e-05,59
Tabula Sapiens,cell_type,mononuclear phagocyte,mononuclear phagocyte,ADORA2A,5336,0.07496251874062969,0.0002588704228401184,1.9403067591733416e-05,60
Tabula Sapiens,cell_type,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,ADORA2A,2438,0.04101722723543889,0.00046272645704448223,1.8975366372915442e-05,61
Tabula Sapiens,cell_type,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,ADORA2A,11594,0.09487666034155598,0.00014944873692002147,1.4178137625242446e-05,62
Tabula Sapiens,cell_type,keratocyte,keratocyte,ADORA2A,1001,0.0999000999000999,0.00013816145656164736,1.3801389924737168e-05,63
Tabula Sapiens,cell_type,endothelial cell of vascular tree,endothelial cell of vascular tree,ADORA2A,875,0.2285714285714286,5.720244735130109e-05,1.3074471166559548e-05,64
Tabula Sapiens,cell_type,skeletal muscle satellite stem cell,skeletal muscle satellite stem cell,ADORA2A,6170,0.06482982171799027,0.00018271418230142444,1.1844245841050956e-05,65
Tabula Sapiens,cell_type,intestinal tuft cell,intestinal tuft cell,ADORA2A,448,0.2232142857142857,5.2275929192546755e-05,1.1668429208432551e-05,66
Tabula Sapiens,cell_type,cardiac endothelial cell,cardiac endothelial cell,ADORA2A,10092,0.04954419342053111,0.00019659311510622501,9.739090032307645e-06,67
Tabula Sapiens,cell_type,thymic fibroblast type 2,thymic fibroblast type 2,ADORA2A,4205,0.04756242568370987,0.00018369470490142703,8.736163381451625e-06,68
Tabula Sapiens,cell_type,conjunctival epithelial cell,conjunctival epithelial cell,ADORA2A,11087,0.036078289889059256,0.00024028209736570716,8.667925831910692e-06,69
Tabula Sapiens,cell_type,duct epithelial cell,duct epithelial cell,ADORA2A,3889,0.05142710208279763,0.0001420842600055039,7.306462689280571e-06,70
Tabula Sapiens,cell_type,basal cell of prostate epithelium,basal cell of prostate epithelium,ADORA2A,3495,0.028612303290414882,0.00021121790632605553,6.0427926456252775e-06,71
Tabula Sapiens,cell_type,fibroblast of breast,fibroblast of breast,ADORA2A,5270,0.018975332068311195,0.0002858250227291137,5.4228497635525266e-06,72
Tabula Sapiens,cell_type,erythrocyte,erythrocyte,ADORA2A,14611,0.03422079255355554,0.00014967389870435,5.1215761646679394e-06,73
Tabula Sapiens,cell_type,mesenchymal stem cell,mesenchymal stem cell,ADORA2A,23499,0.038299502106472615,0.00011102259304607287,4.251874013562121e-06,74
Tabula Sapiens,cell_type,ventricular cardiac muscle cell,ventricular cardiac muscle cell,ADORA2A,2599,0.038476337052712584,0.00010501517681404948,4.0403871914729045e-06,75
Tabula Sapiens,cell_type,spermatid,spermatid,ADORA2A,4009,0.02494387627837366,0.00011220616579521447,2.798699704521174e-06,76
Tabula Sapiens,cell_type,fibroblast,fibroblast,ADORA2A,83338,0.027598454486548754,9.629419218981639e-05,2.6574429343626435e-06,77
Tabula Sapiens,cell_type,basal cell,basal cell,ADORA2A,33526,0.03281035614150212,7.48267921153456e-05,2.4550018494195473e-06,78
Tabula Sapiens,cell_type,enterocyte of epithelium proper of duodenum,enterocyte of epithelium proper of duodenum,ADORA2A,13495,0.02223045572434235,9.251201845472679e-05,2.0564892067102576e-06,79
Tabula Sapiens,cell_type,adventitial cell,adventitial cell,ADORA2A,1045,0.19138755980861244,7.934324457892217e-06,1.5185249724988348e-06,80
Tabula Sapiens,cell_type,enterocyte of epithelium proper of ileum,enterocyte of epithelium proper of ileum,ADORA2A,6477,0.015439246564767639,3.6005847505293787e-05,5.558931497657197e-07,81
Tabula Sapiens,cell_type,acinar cell of salivary gland,acinar cell of salivary gland,ADORA2A,12237,0.008171937566396992,5.653752668877132e-05,4.620080779851868e-07,82
Tabula Sapiens,cell_type,acinar cell,acinar cell,ADORA2A,1345,0.07434944237918216,5.4294714573188685e-06,4.036770793897448e-07,83
Tabula Sapiens,cell_type,kidney epithelial cell,kidney epithelial cell,ADORA2A,9278,0.010778184953653805,2.904568100348115e-05,3.13055175531975e-07,84
Tabula Sapiens,cell_type,luminal epithelial cell of mammary gland,luminal epithelial cell of mammary gland,ADORA2A,15432,0.012960082944530845,1.5530187738477252e-05,2.0127095835096165e-07,85
Tabula Sapiens,cell_type,luminal cell of prostate epithelium,luminal cell of prostate epithelium,ADORA2A,10652,0.00938790837401427,1.3362465324462391e-05,1.254447619932212e-07,86
Tabula Sapiens,cell_type,stratified squamous epithelial cell,stratified squamous epithelial cell,ADORA2A,12323,0.008114907084313883,6.595594186364906e-06,5.352245748218136e-08,87
Tabula Sapiens,cell_type,bladder urothelial cell,bladder urothelial cell,ADORA2A,27241,0.0073418743805293485,6.855893843749072e-06,5.0334938821748756e-08,88
Tabula Sapiens,cell_type,stromal cell of ovary,stromal cell of ovary,ADORA2A,35003,0.002856897980173128,6.356325684464537e-06,1.8159316296066158e-08,89
Tabula Sapiens,cell_type,blood vessel smooth muscle cell,blood vessel smooth muscle cell,ADORA2A,6642,0.015055706112616682,1.0969637287416845e-06,1.6515554457654522e-08,90
